person_id,aircraft_type,flight_no,pickup_stop_order,delivery_stop_order
P1072,T3,8,1,2
P1073,T3,93,0,5
P1074,T3,36,4,6
P1075,T3,14,0,1
P1076,T3,50,0,1
P1077,T3,52,0,2
P1078,T3,6,0,1
P1079,T3,17,0,2
P1080,T3,20,0,2
P1081,T3,88,0,3
P1082,T3,85,0,2
P1083,T2,6,1,2
P1084,T3,45,2,3
P1085,T3,9,0,1
P1086,T3,39,0,1
P1087,T3,73,0,1
P1088,T3,20,4,6
P1089,T3,3,2,3
P1090,T3,33,2,3
P1091,T3,43,1,2
P1092,T3,93,0,5
P1093,T3,56,2,3
P1094,T3,72,2,3
P1095,T3,8,0,1
P1096,T2,4,2,3
P1097,T3,38,1,2
P1098,T3,27,1,2
P1099,T3,35,0,1
P1100,T3,2,0,1
P1101,T3,35,0,1
P1102,T3,27,1,2
P1103,T3,71,0,1
P1104,T1,1,4,5
P1105,T3,32,4,5
P1106,T3,71,2,3
P1107,T3,73,5,6
P1108,T3,1,0,1
P1109,T3,81,0,2
P1110,T3,50,2,3
P1111,T3,39,1,2
P1112,T3,50,0,1
P1113,T3,48,0,2
P1114,T3,23,0,1
P1115,T3,100,2,3
P1116,T3,13,1,2
P1117,T3,33,2,3
P1118,T3,14,0,1
P1119,T3,38,0,1
P1120,T3,38,0,1
P1121,T1,2,2,4
P1122,T3,73,0,1
P1123,T3,11,1,2
P1124,T3,56,0,2
P1125,T3,74,3,4
P1126,T3,83,1,2
P1127,T3,36,3,4
P1128,T3,59,4,6
P1129,T3,1,2,3
P1130,T3,71,2,3
P1131,T3,14,0,1
P1132,T3,7,2,3
P1133,T3,62,0,2
P1134,T3,22,4,6
P1135,T3,69,0,1
P1136,T3,81,2,3
P1137,T3,75,0,2
P1138,T3,50,2,3
P1139,T3,19,0,2
P1140,T3,32,2,5
P1141,T3,37,0,1
P1142,T3,8,1,2
P1143,T3,15,2,4
P1144,T3,46,0,1
P1145,T3,31,1,2
P1146,T3,73,1,2
P1147,T3,16,2,3
P1148,T3,83,0,1
P1149,T3,71,3,4
P1150,T2,6,1,2
P1151,T3,37,0,1
P1152,T3,57,1,3
P1153,T3,19,0,2
P1154,T3,66,2,4
P1155,T3,22,4,6
P1156,T3,62,0,2
P1157,T3,70,0,1
P1158,T3,45,2,3
P1159,T3,6,4,5
P1160,T3,35,0,1
P1161,T3,90,3,5
P1162,T3,81,2,3
P1163,T3,8,0,1
P1164,T3,35,0,1
P1165,T3,32,5,6
P1166,T3,38,1,2
P1167,T3,2,0,1
P1168,T1,1,2,3
P1169,T3,22,4,6
P1170,T3,81,2,3
P1171,T3,82,0,1
P1172,T3,3,2,3
P1173,T3,93,0,5
P1174,T3,76,0,2
P1175,T3,12,2,3
P1176,T3,13,2,3
P1177,T3,36,4,6
P1178,T3,31,3,4
P1179,T3,48,0,2
P1180,T3,30,1,2
P1181,T3,3,1,2
P1182,T3,8,2,3
P1183,T3,50,2,3
P1184,T3,32,0,1
P1185,T3,3,1,2
P1186,T3,36,4,6
P1187,T3,18,0,2
P1188,T3,37,0,1
P1189,T3,39,1,2
P1190,T3,57,1,3
P1191,T3,69,2,3
P1192,T3,69,2,3
P1193,T3,78,1,3
P1194,T3,31,0,1
P1195,T3,40,0,1
P1196,T3,14,0,1
P1197,T3,69,2,3
P1198,T3,53,0,3
P1199,T3,85,0,2
P1200,T3,39,0,1
P1201,T3,84,0,2
P1202,T3,48,2,3
P1203,T3,76,0,2
P1204,T3,75,3,4
P1205,T3,16,2,3
P1206,T3,33,0,1
P1207,T3,1,2,3
P1208,T3,2,0,1
P1209,T3,63,1,2
P1210,T3,18,0,2
P1211,T3,38,1,2
P1212,T3,74,3,4
P1213,T3,31,0,1
P1214,T3,11,1,2
P1215,T3,2,2,3
P1216,T3,5,0,1
P1217,T3,72,0,2
P1218,T3,33,2,3
P1219,T3,69,2,3
P1220,T3,52,4,5
P1221,T3,74,0,1
P1222,T1,2,2,4
P1223,T3,33,3,4
P1224,T3,76,2,3
P1225,T3,4,2,3
P1226,T3,52,0,2
P1227,T3,45,2,3
P1228,T3,57,1,3
P1229,T3,2,0,1
P1230,T3,100,2,3
P1231,T3,93,0,5
P1232,T3,7,1,2
P1233,T3,55,0,1
P1234,T3,69,2,3
P1235,T3,8,0,1
P1236,T3,78,0,1
P1237,T3,83,1,2
P1238,T3,84,0,2
P1239,T3,75,2,3
P1240,T3,66,2,4
P1241,T3,56,2,3
P1242,T3,11,1,2
P1243,T3,14,0,1
P1244,T3,45,2,3
P1245,T3,48,2,3
P1246,T3,70,4,5
P1247,T3,73,0,1
P1248,T1,1,4,5
P1249,T3,41,1,2
P1250,T1,1,4,5
P1251,T3,94,1,3
P1252,T3,29,1,2
P1253,T3,59,4,6
P1254,T3,51,0,2
P1255,T3,76,1,4
P1256,T3,56,0,2
P1257,T3,12,2,3
P1258,T3,70,2,3
P1259,T3,50,2,3
P1260,T3,41,1,2
P1261,T3,72,0,2
P1262,T3,50,2,3
P1263,T2,5,2,3
P1264,T3,5,0,1
P1265,T3,56,2,3
P1266,T3,41,0,1
P1267,T3,73,0,1
P1268,T3,76,0,2
P1269,T3,85,0,2
P1270,T2,1,0,2
P1271,T3,9,1,2
P1272,T3,76,2,3
P1273,T3,94,1,3
P1274,T3,83,1,2
P1275,T3,36,4,6
P1276,T3,52,0,2
P1277,T3,94,1,3
P1278,T3,69,0,1
P1279,T3,4,2,3
P1280,T3,20,4,6
P1281,T3,70,4,5
P1282,T3,36,4,6
P1283,T3,48,2,3
P1284,T3,35,0,1
P1285,T3,31,0,1
P1286,T3,41,1,2
P1287,T3,41,1,2
P1288,T3,71,2,3
P1289,T3,27,1,2
P1290,T3,8,2,3
P1291,T3,31,3,4
P1292,T3,91,1,4
P1293,T3,39,1,2
P1294,T3,82,0,1
P1295,T3,43,1,2
P1296,T3,19,0,2
P1297,T3,47,4,5
P1298,T3,70,4,5
P1299,T3,11,1,2
P1300,T3,59,0,3
P1301,T3,1,2,3
P1302,T3,46,2,3
P1303,T3,93,0,5
P1304,T3,82,1,3
P1305,T3,39,1,2
P1306,T3,27,1,2
P1307,T3,6,0,1
P1308,T3,73,0,1
P1309,T3,91,2,5
P1310,T2,1,0,2
P1311,T3,37,5,6
P1312,T3,73,2,3
P1313,T3,72,2,3
P1314,T3,94,1,3
P1315,T3,38,0,1
P1316,T3,82,0,1
P1317,T2,4,2,3
P1318,T3,5,1,2
P1319,T3,18,0,2
P1320,T3,2,1,2
P1321,T3,37,5,6
P1322,T3,73,0,1
P1323,T3,69,2,3
P1324,T3,39,0,1
P1325,T3,65,1,2
P1326,T3,64,1,3
P1327,T3,82,0,1
P1328,T3,74,3,4
P1329,T3,38,0,1
P1330,T3,31,3,4
P1331,T3,73,2,3
P1332,T1,1,4,5
P1333,T3,38,0,1
P1334,T2,1,0,2
P1335,T3,50,0,1
P1336,T3,46,2,3
P1337,T3,12,2,3
P1338,T3,53,0,3
P1339,T3,40,0,1
P1340,T3,8,2,3
P1341,T3,41,1,2
P1342,T3,48,0,2
P1343,T3,38,0,1
P1344,T3,84,4,5
P1345,T3,35,0,1
P1346,T3,73,5,6
P1347,T3,23,0,1
P1348,T3,13,1,2
P1349,T3,102,3,4
P1350,T3,2,0,1
P1351,T3,10,1,2
P1352,T3,47,4,5
P1353,T3,48,2,3
P1354,T3,64,1,3
P1355,T3,71,3,4
P1356,T3,66,2,4
P1357,T3,93,0,5
P1358,T3,38,0,1
P1359,T3,99,2,4
P1360,T1,2,2,4
P1361,T3,77,3,4
P1362,T3,89,1,2
P1363,T3,91,1,4
P1364,T1,2,0,2
P1365,T3,38,0,1
P1366,T3,56,0,2
P1367,T3,40,0,1
P1368,T3,62,0,2
P1369,T3,48,0,2
P1370,T3,10,1,2
P1371,T3,78,1,3
P1372,T3,65,1,2
P1373,T3,32,5,6
P1374,T3,9,1,2
P1375,T3,99,2,4
P1376,T3,39,0,1
P1377,T3,16,2,3
P1378,T3,12,2,3
P1379,T3,48,2,3
P1380,T3,17,0,2
P1381,T3,79,0,1
P1382,T3,71,0,1
P1383,T3,6,4,5
P1384,T3,20,4,6
P1385,T3,81,0,2
P1386,T3,73,3,4
P1387,T3,11,1,2
P1388,T3,48,2,3
P1389,T3,3,1,2
P1390,T3,8,2,3
P1391,T3,70,1,4
P1392,T3,62,0,2
P1393,T3,1,2,3
P1394,T3,15,0,2
P1395,T3,4,0,1
P1396,T3,74,3,4
P1397,T3,15,0,2
P1398,T3,73,5,6
P1399,T3,15,0,2
P1400,T3,33,2,3
P1401,T3,45,2,3
P1402,T1,2,0,2
P1403,T3,99,2,4
P1404,T3,93,0,5
P1405,T3,32,2,5
P1406,T3,70,1,4
P1407,T3,78,0,1
P1408,T3,7,2,3
P1409,T3,1,1,2
P1410,T3,30,1,2
P1411,T3,27,1,2
P1412,T1,1,4,5
P1413,T3,46,0,1
P1414,T3,11,1,2
P1415,T3,70,2,3
P1416,T3,70,4,5
P1417,T3,2,2,3
P1418,T3,63,1,2
P1419,T3,64,1,3
P1420,T3,15,2,4
P1421,T3,94,1,3
P1422,T3,32,0,1
P1423,T3,62,0,2
P1424,T3,48,2,3
P1425,T3,9,1,2
P1426,T3,20,4,6
P1427,T3,94,1,3
P1428,T3,52,4,5
P1429,T3,18,0,2
P1430,T3,100,2,3
P1431,T3,4,0,1
P1432,T3,40,1,2
P1433,T3,75,2,3
P1434,T3,47,4,5
P1435,T3,76,0,2
P1436,T3,95,1,3
P1437,T3,101,3,4
P1438,T3,37,1,3
P1439,T3,59,4,6
P1440,T3,73,5,6
P1441,T3,82,1,3
P1442,T3,73,5,6
P1443,T3,33,0,1
P1444,T3,12,2,3
P1445,T3,48,0,2
P1446,T3,70,4,5
P1447,T3,46,0,1
P1448,T3,57,1,3
P1449,T3,76,2,3
P1450,T3,82,0,1
P1451,T3,50,0,1
P1452,T3,83,0,1
P1453,T3,38,0,1
P1454,T3,3,2,3
P1455,T3,10,1,2
P1456,T3,64,1,3
P1457,T3,89,1,2
P1458,T3,4,0,1
P1459,T3,74,3,4
P1460,T3,31,2,3
P1461,T2,1,0,2
P1462,T3,53,0,3
P1463,T3,37,0,1
P1464,T3,93,0,5
P1465,T3,22,4,6
P1466,T3,46,2,3
P1467,T3,33,0,1
P1468,T3,91,2,5
P1469,T3,4,2,3
P1470,T3,31,0,1
P1471,T3,83,0,1
P1472,T3,21,1,3
P1473,T3,81,2,3
P1474,T3,78,0,1
P1475,T3,53,0,3
P1476,T3,37,0,1
P1477,T3,74,0,1
P1478,T3,20,4,6
P1479,T3,75,0,2
P1480,T3,40,1,2
P1481,T3,37,0,1
P1482,T3,50,0,1
P1483,T3,56,2,3
P1484,T3,74,0,1
P1485,T3,69,2,3
P1486,T3,52,4,5
P1487,T2,5,2,3
P1488,T3,78,0,1
P1489,T3,50,2,3
P1490,T3,48,2,3
P1491,T3,77,3,4
P1492,T1,1,4,5
P1493,T3,17,0,2
P1494,T3,71,3,4
P1495,T3,70,4,5
P1496,T3,79,1,2
P1497,T3,81,0,2
P1498,T3,1,1,2
P1499,T3,3,2,3
P1500,T3,35,0,1
P1501,T3,73,5,6
P1502,T3,74,1,2
P1503,T3,91,2,5
P1504,T3,31,0,1
P1505,T3,78,1,3
P1506,T1,2,0,2
P1507,T3,64,1,3
P1508,T3,75,3,4
P1509,T3,4,0,1
P1510,T1,2,2,4
P1511,T3,75,3,4
P1512,T3,33,0,1
P1513,T3,7,1,2
P1514,T3,102,3,4
P1515,T3,46,0,1
P1516,T3,47,4,5
P1517,T3,79,0,1
P1518,T3,10,0,1
P1519,T3,4,2,3
P1520,T3,81,0,2
P1521,T3,17,0,2
P1522,T3,69,2,3
P1523,T3,14,0,1
P1524,T3,9,1,2
P1525,T3,70,2,3
P1526,T1,1,2,3
P1527,T3,69,1,2
P1528,T3,55,0,1
P1529,T3,3,0,1
P1530,T2,6,1,2
P1531,T3,30,1,2
P1532,T3,47,4,5
P1533,T3,85,3,5
P1534,T3,33,0,1
P1535,T3,32,5,6
P1536,T3,4,2,3
P1537,T3,23,0,1
P1538,T3,43,1,2
P1539,T3,6,2,3
P1540,T3,91,1,4
P1541,T3,53,0,3
P1542,T3,77,3,4
P1543,T3,39,1,2
P1544,T3,37,0,1
P1545,T3,15,2,4
P1546,T3,13,2,3
P1547,T3,50,2,3
P1548,T3,66,1,3
P1549,T3,10,0,1
P1550,T3,2,1,2
P1551,T3,56,2,3
P1552,T3,85,0,2
P1553,T3,5,0,1
P1554,T2,2,3,5
P1555,T3,56,2,3
P1556,T3,75,0,2
P1557,T3,46,2,3
P1558,T3,15,2,4
P1559,T3,78,0,1
P1560,T3,46,2,3
P1561,T3,22,4,6
P1562,T3,69,0,1
P1563,T3,16,2,3
P1564,T3,40,0,1
P1565,T3,83,1,2
P1566,T3,31,0,1
P1567,T3,77,0,1
P1568,T3,4,1,2
P1569,T3,72,0,2
P1570,T3,81,0,2
P1571,T3,3,0,1
P1572,T3,76,2,3
P1573,T3,81,2,3
P1574,T3,55,0,1
P1575,T3,56,0,2
P1576,T3,79,0,1
P1577,T3,43,0,1
P1578,T3,65,1,2
P1579,T3,23,0,1
P1580,T3,40,0,1
P1581,T3,37,1,3
P1582,T3,23,0,1
P1583,T3,3,2,3
P1584,T3,95,1,3
P1585,T3,70,2,3
P1586,T3,36,3,4
P1587,T3,99,2,4
P1588,T3,35,1,2
P1589,T3,33,3,4
P1590,T3,101,3,4
P1591,T3,45,2,3
P1592,T1,1,1,2
P1593,T3,20,4,6
P1594,T3,70,4,5
P1595,T3,31,3,4
P1596,T3,48,2,3
P1597,T3,41,1,2
P1598,T3,77,0,1
P1599,T3,27,1,2
P1600,T3,21,1,3
P1601,T3,2,0,1
P1602,T3,10,1,2
P1603,T3,2,2,3
P1604,T3,72,0,2
P1605,T3,3,0,1
P1606,T3,72,2,3
P1607,T3,31,0,1
P1608,T3,40,0,1
P1609,T3,2,0,1
P1610,T3,9,0,1
P1611,T3,15,0,2
P1612,T3,69,0,1
P1613,T3,93,0,5
P1614,T3,85,3,5
P1615,T3,82,0,1
P1616,T3,93,0,5
P1617,T3,89,1,2
P1618,T3,21,1,2
P1619,T3,89,1,2
P1620,T3,7,2,3
P1621,T3,43,1,2
P1622,T3,10,1,2
P1623,T3,16,2,3
P1624,T3,6,4,5
P1625,T3,15,0,2
P1626,T3,71,3,4
P1627,T3,43,0,1
P1628,T3,37,1,3
P1629,T3,75,1,3
P1630,T3,74,1,2
P1631,T3,21,1,2
P1632,T3,71,3,4
P1633,T3,7,1,2
P1634,T3,7,2,3
P1635,T3,45,2,3
P1636,T3,89,1,2
P1637,T3,89,1,2
P1638,T3,91,2,5
P1639,T2,1,3,4
P1640,T3,70,0,1
P1641,T3,71,2,3
P1642,T3,42,1,2
P1643,T3,72,2,3
P1644,T3,9,1,2
P1645,T3,35,0,1
P1646,T3,94,1,3
P1647,T2,12,1,2
P1648,T3,8,2,3
P1649,T3,78,3,4
P1650,T3,79,0,1
P1651,T3,33,2,3
P1652,T1,1,2,3
P1653,T2,1,0,2
P1654,T3,46,0,1
P1655,T3,18,0,2
P1656,T3,42,1,2
P1657,T3,40,1,2
P1658,T3,75,3,4
P1659,T3,101,3,4
P1660,T3,83,1,2
P1661,T3,35,0,1
P1662,T2,1,3,4
P1663,T3,32,5,6
P1664,T3,35,0,1
P1665,T3,45,2,3
P1666,T3,66,1,3
P1667,T3,3,0,1
P1668,T3,55,0,1
P1669,T3,4,1,2
P1670,T3,64,1,3
P1671,T3,38,0,1
P1672,T3,48,2,3
P1673,T3,72,2,3
P1674,T3,40,1,2
P1675,T3,48,2,3
P1676,T3,15,2,4
P1677,T3,36,0,1
P1678,T3,48,2,3
P1679,T3,45,2,3
P1680,T3,23,0,1
P1681,T3,59,0,3
P1682,T3,32,0,1
P1683,T3,76,0,2
P1684,T3,88,0,3
P1685,T3,4,0,1
P1686,T3,62,0,2
P1687,T3,37,5,6
P1688,T3,3,0,1
P1689,T3,20,4,6
P1690,T3,40,0,1
P1691,T3,66,2,4
P1692,T3,50,2,3
P1693,T3,13,2,3
P1694,T2,1,0,2
P1695,T3,5,1,2
P1696,T3,48,2,3
P1697,T3,23,0,1
P1698,T3,33,2,3
P1699,T3,42,0,1
P1700,T3,73,5,6
P1701,T3,56,0,2
P1702,T2,1,3,4
P1703,T3,14,0,1
P1704,T2,12,1,2
P1705,T3,77,0,1
P1706,T3,46,2,3
P1707,T3,75,3,4
P1708,T3,50,0,1
P1709,T3,98,3,4
P1710,T3,6,0,1
P1711,T1,1,1,2
P1712,T2,4,2,3
P1713,T3,42,0,1
P1714,T3,56,0,2
P1715,T3,77,0,1
P1716,T3,32,5,6
P1717,T3,63,1,2
P1718,T3,3,0,1
P1719,T3,71,2,3
P1720,T3,70,4,5
P1721,T3,79,0,1
P1722,T3,45,2,3
P1723,T3,88,0,3
P1724,T3,41,0,1
P1725,T3,78,0,1
P1726,T3,33,2,3
P1727,T3,13,2,3
P1728,T3,90,3,5
P1729,T3,48,0,2
P1730,T3,94,1,3
P1731,T3,75,3,4
P1732,T3,72,2,3
P1733,T3,12,2,3
P1734,T3,4,0,1
P1735,T3,69,1,2
P1736,T3,78,3,4
P1737,T3,94,1,2
P1738,T3,52,0,2
P1739,T3,39,0,1
P1740,T3,10,1,2
P1741,T3,89,1,2
P1742,T3,75,0,2
P1743,T3,9,0,1
P1744,T1,1,2,3
P1745,T3,17,0,2
P1746,T3,32,5,6
P1747,T3,94,1,3
P1748,T3,15,0,2
P1749,T3,2,2,3
P1750,T3,77,0,1
P1751,T3,90,3,5
P1752,T3,31,0,1
P1753,T3,70,0,1
P1754,T3,4,0,1
P1755,T3,96,1,2
P1756,T3,33,3,4
P1757,T3,2,0,1
P1758,T3,2,0,1
P1759,T3,11,0,1
P1760,T3,71,0,1
P1761,T3,72,0,2
P1762,T3,56,2,3
P1763,T3,9,0,1
P1764,T3,65,1,2
P1765,T3,70,1,4
P1766,T3,69,0,1
P1767,T3,76,0,2
P1768,T3,90,3,5
P1769,T3,41,1,2
P1770,T3,57,1,3
P1771,T3,4,0,1
P1772,T3,33,0,1
P1773,T3,48,0,2
P1774,T1,2,0,2
P1775,T3,41,1,2
P1776,T3,52,4,5
P1777,T3,21,1,2
P1778,T3,85,0,2
P1779,T3,42,1,2
P1780,T3,90,3,5
P1781,T3,6,4,5
P1782,T1,2,0,2
P1783,T3,75,3,4
P1784,T3,3,2,3
P1785,T3,80,0,1
P1786,T3,73,2,3
P1787,T3,1,1,2
P1788,T3,63,1,2
P1789,T2,12,1,2
P1790,T3,42,0,1
P1791,T3,82,1,3
P1792,T3,43,1,2
P1793,T3,41,0,1
P1794,T3,42,0,1
P1795,T3,39,1,2
P1796,T3,42,1,2
P1797,T3,14,0,1
P1798,T3,67,1,2
P1799,T3,75,3,4
P1800,T3,71,3,4
P1801,T3,40,0,1
P1802,T3,21,1,2
P1803,T3,80,0,1
P1804,T3,39,0,1
P1805,T3,8,0,1
P1806,T3,33,0,1
P1807,T3,44,0,1
P1808,T3,94,1,3
P1809,T3,66,2,4
P1810,T3,3,2,3
P1811,T3,59,0,3
P1812,T3,47,4,5
P1813,T3,79,1,2
P1814,T3,48,0,2
P1815,T3,69,2,3
P1816,T3,52,4,5
P1817,T3,79,0,1
P1818,T3,22,4,6
P1819,T3,96,1,2
P1820,T3,2,2,3
P1821,T3,100,2,3
P1822,T3,90,3,5
P1823,T3,78,1,3
P1824,T3,69,2,3
P1825,T3,31,3,4
P1826,T3,78,3,4
P1827,T3,52,0,2
P1828,T3,32,0,1
P1829,T3,100,2,3
P1830,T3,96,1,2
P1831,T3,100,2,3
P1832,T3,81,0,2
P1833,T3,13,2,3
P1834,T3,70,4,5
P1835,T3,43,1,2
P1836,T2,4,2,3
P1837,T3,31,3,4
P1838,T3,14,0,1
P1839,T3,93,0,5
P1840,T3,79,3,4
P1841,T3,48,0,2
P1842,T3,48,2,3
P1843,T3,79,1,2
P1844,T3,2,2,3
P1845,T3,22,4,6
P1846,T3,15,0,2
P1847,T3,79,0,1
P1848,T3,11,0,1
P1849,T3,98,3,4
P1850,T3,75,0,2
P1851,T3,31,3,4
P1852,T3,57,1,3
P1853,T3,8,0,1
P1854,T3,55,0,1
P1855,T3,82,0,1
P1856,T3,32,0,1
P1857,T3,42,0,1
P1858,T3,69,0,1
P1859,T3,33,0,1
P1860,T3,82,1,3
P1861,T3,74,1,2
P1862,T3,83,1,2
P1863,T3,4,2,3
P1864,T3,10,0,1
P1865,T3,8,2,3
P1866,T3,44,0,1
P1867,T3,32,0,1
P1868,T3,81,2,3
P1869,T3,90,3,5
P1870,T3,72,0,2
P1871,T3,43,1,2
P1872,T3,11,0,1
P1873,T3,82,1,3
P1874,T3,43,1,2
P1875,T3,21,1,3
P1876,T2,12,1,2
P1877,T3,64,1,3
P1878,T3,52,0,2
P1879,T3,70,4,5
P1880,T3,40,1,2
P1881,T3,31,1,2
P1882,T3,32,5,6
P1883,T3,32,0,1
P1884,T3,80,0,1
P1885,T3,79,3,4
P1886,T3,32,0,1
P1887,T3,25,1,4
P1888,T3,71,2,3
P1889,T3,42,1,2
P1890,T3,85,0,2
P1891,T3,10,0,1
P1892,T3,81,2,3
P1893,T3,29,1,2
P1894,T3,73,1,2
P1895,T3,36,0,1
P1896,T3,27,1,2
P1897,T3,19,0,2
P1898,T3,37,5,6
P1899,T3,15,2,4
P1900,T3,43,0,1
P1901,T3,5,1,2
P1902,T3,8,0,1
P1903,T3,35,1,2
P1904,T3,55,0,1
P1905,T3,46,0,1
P1906,T3,50,0,1
P1907,T3,10,0,1
P1908,T3,77,0,1
P1909,T3,95,1,3
P1910,T3,6,0,1
P1911,T3,77,1,3
P1912,T3,101,3,4
P1913,T3,69,0,1
P1914,T3,78,3,4
P1915,T3,32,5,6
P1916,T3,62,0,2
P1917,T3,2,1,2
P1918,T3,73,2,3
P1919,T3,52,0,2
P1920,T3,3,1,2
P1921,T3,36,0,1
P1922,T3,73,3,4
P1923,T3,31,3,4
P1924,T3,32,4,5
P1925,T3,94,1,3
P1926,T3,88,0,3
P1927,T3,52,4,5
P1928,T3,79,1,2
P1929,T3,25,1,4
P1930,T2,1,3,4
P1931,T2,12,1,2
P1932,T3,69,1,2
P1933,T3,6,0,1
P1934,T3,77,1,3
P1935,T3,41,1,2
P1936,T3,78,0,1
P1937,T3,12,2,3
P1938,T3,34,1,5
P1939,T3,12,2,3
P1940,T3,59,0,3
P1941,T3,96,1,2
P1942,T3,69,2,3
P1943,T3,2,2,3
P1944,T3,84,0,2
P1945,T3,53,0,3
P1946,T3,6,4,5
P1947,T3,75,3,4
P1948,T3,82,0,1
P1949,T3,9,0,1
P1950,T3,70,4,5
P1951,T3,13,1,2
P1952,T3,98,1,4
P1953,T3,72,2,3
P1954,T3,4,0,1
P1955,T3,65,1,2
P1956,T3,52,0,2
P1957,T3,35,2,3
P1958,T3,40,1,2
P1959,T3,81,0,2
P1960,T3,71,0,1
P1961,T3,15,2,4
P1962,T3,88,0,3
P1963,T2,12,1,2
P1964,T2,8,2,4
P1965,T3,98,3,4
P1966,T3,48,2,3
P1967,T3,77,3,4
P1968,T3,3,0,1
P1969,T3,78,0,1
P1970,T3,6,4,5
P1971,T3,6,2,3
P1972,T3,3,2,3
P1973,T3,50,2,3
P1974,T2,1,3,4
P1975,T3,102,3,4
P1976,T3,77,3,4
P1977,T3,75,2,3
P1978,T3,75,0,2
P1979,T3,46,2,3
P1980,T3,90,3,5
P1981,T3,93,0,5
P1982,T3,36,0,1
P1983,T3,1,2,3
P1984,T3,43,0,1
P1985,T3,56,2,3
P1986,T3,72,2,4
P1987,T3,40,0,1
P1988,T3,50,0,1
P1989,T3,82,1,3
P1990,T1,3,3,5
P1991,T3,55,0,1
P1992,T3,19,0,2
P1993,T2,4,2,3
P1994,T3,62,0,2
P1995,T3,77,3,4
P1996,T3,43,1,2
P1997,T3,4,2,3
P1998,T3,33,3,4
P1999,T3,25,1,4
P2000,T3,43,1,2
P2001,T3,8,2,3
P2002,T3,69,1,2
P2003,T3,7,1,2
P2004,T3,80,4,5
P2005,T3,29,1,2
P2006,T3,12,2,3
P2007,T3,33,3,4
P2008,T3,42,1,2
P2009,T3,53,5,6
P2010,T3,41,1,2
P2011,T3,12,2,3
P2012,T3,70,2,3
P2013,T3,32,2,5
P2014,T3,12,2,3
P2015,T3,47,4,5
P2016,T3,39,1,2
P2017,T3,84,0,2
P2018,T3,62,0,2
P2019,T3,75,3,4
P2020,T3,98,3,4
P2021,T3,20,4,6
P2022,T3,87,0,2
P2023,T3,80,0,1
P2024,T3,4,0,1
P2025,T3,76,2,3
P2026,T3,39,0,1
P2027,T3,6,0,1
P2028,T3,4,0,1
P2029,T3,82,1,3
P2030,T3,4,0,1
P2031,T3,90,0,2
P2032,T3,45,0,1
P2033,T3,39,1,2
P2034,T3,42,0,1
P2035,T3,13,2,3
P2036,T3,71,0,1
P2037,T3,84,0,2
P2038,T3,45,0,1
P2039,T3,11,0,1
P2040,T3,7,2,3
P2041,T3,3,0,1
P2042,T3,62,0,2
P2043,T3,17,0,2
P2044,T3,19,0,2
P2045,T3,74,0,1
P2046,T3,82,1,3
P2047,T3,69,0,1
P2048,T3,74,0,1
P2049,T3,15,2,4
P2050,T3,73,3,4
P2051,T3,43,0,1
P2052,T3,48,2,3
P2053,T1,3,3,5
P2054,T3,9,1,2
P2055,T3,32,0,1
P2056,T3,59,0,3
P2057,T3,42,0,1
P2058,T3,74,0,1
P2059,T3,97,0,3
P2060,T3,21,1,2
P2061,T3,19,0,2
P2062,T3,6,0,1
P2063,T3,74,1,2
P2064,T3,80,0,1
P2065,T3,41,0,1
P2066,T3,4,1,2
P2067,T3,30,1,2
P2068,T3,53,5,6
P2069,T3,63,1,2
P2070,T3,96,1,2
P2071,T3,8,1,2
P2072,T3,63,1,2
P2073,T3,41,1,2
P2074,T3,2,2,3
P2075,T3,53,5,6
P2076,T3,50,0,1
P2077,T3,10,0,1
P2078,T3,44,0,1
P2079,T3,56,0,2
P2080,T3,3,2,3
P2081,T3,21,1,2
P2082,T3,7,2,3
P2083,T3,12,2,3
P2084,T3,31,1,2
P2085,T3,47,4,5
P2086,T3,39,0,1
P2087,T3,98,1,4
P2088,T3,44,0,1
P2089,T3,50,2,3
P2090,T1,1,1,2
P2091,T1,2,0,2
P2092,T3,9,1,2
P2093,T3,90,0,2
P2094,T3,77,0,1
P2095,T3,78,3,4
P2096,T3,6,0,1
P2097,T3,59,0,3
P2098,T3,39,0,1
P2099,T3,33,2,3
P2100,T2,4,2,3
P2101,T3,52,0,2
P2102,T3,15,0,2
P2103,T3,44,0,1
P2104,T3,59,0,3
P2105,T3,87,0,2
P2106,T3,10,0,1
P2107,T2,6,1,2
P2108,T3,85,3,5
P2109,T3,42,1,2
P2110,T3,93,0,5
P2111,T3,84,0,2
P2112,T1,2,2,4
P2113,T3,52,4,5
P2114,T3,50,2,3
P2115,T3,82,1,3
P2116,T3,56,0,2
P2117,T3,79,3,4
P2118,T3,69,1,2
P2119,T3,4,0,1
P2120,T3,8,0,1
P2121,T3,102,3,4
P2122,T3,81,0,2
P2123,T3,32,4,5
P2124,T3,53,5,6
P2125,T3,66,1,3
P2126,T3,45,2,3
P2127,T3,8,0,1
P2128,T3,99,2,4
P2129,T3,79,0,1
P2130,T3,65,1,2
P2131,T3,18,0,2
P2132,T3,39,1,2
P2133,T3,8,2,3
P2134,T3,40,1,2
P2135,T3,96,1,2
P2136,T3,77,1,3
P2137,T3,17,0,2
P2138,T3,84,0,2
P2139,T3,24,0,2
P2140,T1,3,3,5
P2141,T3,82,1,3
P2142,T3,96,1,2
P2143,T3,36,0,1
P2144,T3,76,2,3
P2145,T3,84,0,2
