person_id,aircraft_id,flight_no,pickup_stop_order,delivery_stop_order
P0735,A01-T3-H02,3,0,1
P0736,A01-T2-H03,9,1,3
P0737,A01-T3-H01,5,1,2
P0738,A02-T2-H02,3,0,2
P0739,A02-T3-H01,1,1,3
P0740,A01-T3-H02,10,1,3
P0741,A03-T3-H02,9,0,2
P0742,A01-T2-H01,6,4,6
P0743,A02-T3-H01,3,0,2
P0744,A02-T2-H04,5,0,2
P0745,A01-T2-H01,10,1,4
P0746,A02-T3-H01,6,0,1
P0747,A01-T2-H02,1,0,2
P0748,A03-T3-H03,5,1,3
P0749,A02-T3-H01,5,1,2
P0750,A02-T2-H03,2,0,1
P0751,A02-T3-H01,2,0,1
P0752,A02-T3-H01,2,1,2
P0753,A01-T3-H02,10,1,3
P0754,A03-T3-H01,15,1,2
P0755,A02-T2-H04,6,0,3
P0756,A02-T2-H02,3,2,3
P0757,A02-T2-H02,5,0,1
P0758,A03-T3-H03,3,1,2
P0759,A02-T2-H01,3,2,3
P0760,A01-T3-H01,2,1,2
P0761,A02-T2-H04,5,0,2
P0762,A01-T3-H02,8,2,3
P0763,A03-T2-H02,5,2,3
P0764,A03-T3-H02,5,3,4
P0765,A01-T3-H02,7,1,2
P0766,A03-T3-H02,4,2,4
P0767,A02-T3-H01,2,0,1
P0768,A03-T2-H01,5,0,4
P0769,A02-T3-H02,1,1,2
P0770,A03-T2-H02,4,1,2
P0771,A02-T2-H01,9,1,3
P0772,A03-T3-H03,7,1,2
P0773,A03-T2-H02,14,0,2
P0774,A02-T2-H01,3,2,3
P0775,A01-T2-H02,6,1,6
P0776,A03-T2-H01,4,0,2
P0777,A03-T3-H03,11,1,2
P0778,A03-T2-H01,5,0,2
P0779,A01-T2-H01,11,4,5
P0780,A01-T2-H03,9,1,3
P0781,A03-T3-H02,9,0,2
P0782,A02-T3-H02,10,0,1
P0783,A03-T3-H03,1,2,3
P0784,A03-T3-H01,11,1,2
P0785,A01-T2-H02,7,0,2
P0786,A01-T2-H02,1,0,2
P0787,A03-T3-H03,10,3,6
P0788,A03-备用-03,2,0,2
P0789,A01-T3-H01,4,1,3
P0790,A01-T3-H02,4,1,2
P0791,A02-T3-H01,9,1,3
P0792,A02-T2-H01,1,0,1
P0793,A03-T2-H03,3,0,3
P0794,A03-T3-H03,1,0,2
P0795,A03-T3-H03,4,1,2
P0796,A01-T2-H03,4,0,1
P0797,A03-T2-H01,6,0,2
P0798,A01-T2-H02,6,3,4
P0799,A02-T3-H01,7,0,2
P0800,A02-T2-H03,4,0,2
P0801,A03-T3-H02,9,0,2
P0802,A03-T2-H02,4,1,2
P0803,A02-T3-H01,7,2,3
P0804,A01-T2-H03,5,2,3
P0805,A03-T2-H01,4,0,2
P0806,A01-T3-H02,3,1,2
P0807,A01-T1-H02,2,1,3
P0808,A02-T3-H01,3,0,2
P0809,A02-T3-H01,2,0,1
P0810,A02-T2-H03,2,3,4
P0811,A02-T2-H01,7,1,2
P0812,A01-T2-H02,1,0,2
P0813,A03-T3-H02,13,2,3
P0814,A03-T3-H02,4,2,4
P0815,A02-T2-H04,3,2,3
P0816,A03-T2-H01,6,1,2
P0817,A01-T1-H03,5,2,3
P0818,A01-T3-H02,3,0,2
P0819,A02-T2-H03,8,1,2
P0820,A03-T2-H02,1,0,3
P0821,A01-T2-H03,2,0,2
P0822,A03-T3-H02,7,0,1
P0823,A01-T2-H01,2,0,2
P0824,A03-T2-H02,12,2,3
P0825,A03-T2-H02,9,2,4
P0826,A03-T3-H02,9,0,2
P0827,A03-T3-H03,4,1,2
P0828,A02-T2-H03,3,0,2
P0829,A03-T2-H01,4,0,2
P0830,A03-T2-H02,8,1,3
P0831,A03-T3-H02,9,0,2
P0832,A01-T2-H02,1,2,3
P0833,A03-T2-H02,14,0,2
P0834,A03-T3-H02,4,0,3
P0835,A01-T1-H03,1,0,2
P0836,A03-T3-H01,10,1,2
P0837,A03-T2-H02,8,1,3
P0838,A03-T2-H01,5,0,4
P0839,A02-T3-H01,1,1,3
P0840,A03-T3-H01,10,1,2
P0841,A01-T2-H02,4,3,4
P0842,A02-T2-H01,7,1,2
P0843,A03-T3-H01,10,0,2
P0844,A02-T2-H01,8,1,4
P0845,A02-T2-H04,4,0,1
P0846,A02-T2-H01,8,2,4
P0847,A01-T2-H01,6,1,2
P0848,A03-T3-H03,5,0,1
P0849,A01-T2-H03,9,0,1
P0850,A02-T2-H03,2,1,2
P0851,A01-T2-H02,1,0,2
P0852,A02-T3-H01,1,1,3
P0853,A03-T2-H01,5,5,6
P0854,A03-T2-H03,2,1,3
P0855,A03-T3-H01,3,0,1
P0856,A03-T2-H02,5,0,2
P0857,A02-T3-H01,6,0,1
P0858,A03-T2-H02,11,1,6
P0859,A03-T3-H02,9,2,3
P0860,A01-T3-H02,5,0,1
P0861,A03-T3-H01,5,3,4
P0862,A02-T3-H02,5,0,1
P0863,A01-T2-H02,6,0,2
P0864,A02-T3-H01,2,1,2
P0865,A03-T3-H02,14,0,2
P0866,A01-T2-H02,8,1,3
P0867,A01-T3-H01,2,1,2
P0868,A03-T2-H02,11,0,1
P0869,A03-T3-H02,4,0,2
P0870,A01-T2-H02,7,0,2
P0871,A01-T3-H01,2,1,2
P0872,A03-T3-H01,15,0,1
P0873,A02-T2-H02,6,2,3
P0874,A03-T2-H01,11,2,3
P0875,A02-T1-H01,6,1,2
P0876,A03-T3-H02,10,2,3
P0877,A02-T2-H03,3,2,3
P0878,A01-T1-H01,3,1,3
P0879,A01-T2-H03,1,0,1
P0880,A03-T2-H01,1,0,2
P0881,A02-T2-H01,10,2,4
P0882,A01-T2-H01,7,1,2
P0883,A02-T3-H01,3,2,3
P0884,A03-T2-H01,5,5,6
P0885,A01-T3-H01,2,1,2
P0886,A02-T2-H03,1,1,2
P0887,A01-T1-H03,1,2,3
P0888,A03-T2-H02,8,0,1
P0889,A03-T2-H02,1,0,1
P0890,A01-T3-H02,10,1,3
P0891,A01-T3-H01,9,1,3
P0892,A03-T3-H03,10,2,6
P0893,A01-T2-H02,1,0,2
P0894,A03-T3-H02,9,0,2
P0895,A01-T3-H02,10,1,3
P0896,A02-T3-H01,3,0,2
P0897,A02-T3-H01,6,0,1
P0898,A03-T3-H03,4,1,2
P0899,A01-T2-H01,9,1,2
P0900,A01-T3-H01,4,1,3
P0901,A01-T2-H02,5,1,2
P0902,A01-T1-H03,4,2,4
P0903,A01-T3-H02,1,4,5
P0904,A03-T2-H01,14,0,2
P0905,A03-T2-H02,7,1,3
P0906,A01-T2-H01,12,1,3
P0907,A01-T2-H03,4,2,3
P0908,A01-T2-H03,5,0,1
P0909,A02-T3-H02,10,0,1
P0910,A02-T3-H01,3,2,3
P0911,A03-T3-H01,5,0,1
P0912,A01-T2-H02,7,0,2
P0913,A03-T3-H02,9,2,3
P0914,A03-T2-H03,1,2,6
P0915,A03-T2-H01,1,2,6
P0916,A03-T3-H01,6,0,2
P0917,A02-T2-H01,1,4,6
P0918,A01-T2-H01,1,0,1
P0919,A01-T2-H01,3,2,3
P0920,A03-T2-H01,6,1,2
P0921,A03-T2-H02,8,0,1
P0922,A02-T2-H01,12,1,2
P0923,A01-T3-H01,3,0,1
P0924,A01-T3-H01,9,1,3
P0925,A01-T2-H02,6,0,1
P0926,A02-T2-H04,2,0,2
P0927,A01-T3-H02,10,1,3
P0928,A02-T3-H02,3,2,6
P0929,A02-T2-H04,4,1,2
P0930,A02-T3-H02,1,1,2
P0931,A02-T3-H02,10,3,5
P0932,A03-T3-H01,10,2,4
P0933,A03-T3-H02,4,0,2
P0934,A03-T3-H01,5,3,4
P0935,A02-T2-H03,3,2,3
P0936,A02-T2-H03,3,2,3
P0937,A03-T2-H02,1,1,2
P0938,A02-T2-H04,4,1,2
P0939,A01-T2-H03,1,1,2
P0940,A03-T3-H03,1,2,3
P0941,,,,
P0942,A02-T2-H01,7,1,2
P0943,A02-T3-H01,4,2,3
P0944,A03-T2-H03,1,2,6
P0945,A01-T2-H03,4,2,3
P0946,A02-T2-H01,8,0,2
P0947,A01-T2-H03,4,2,3
P0948,A03-T2-H01,4,0,2
P0949,A01-T2-H03,2,2,4
P0950,A01-T2-H01,12,0,1
P0951,A03-T3-H02,3,1,2
P0952,A03-T3-H02,4,0,2
P0953,A02-T2-H01,11,0,2
P0954,A02-T2-H04,3,2,3
P0955,A02-T2-H04,5,0,2
P0956,A03-T2-H01,14,2,3
P0957,A02-T3-H02,2,0,2
P0958,A02-T3-H01,2,1,2
P0959,A01-T2-H03,9,1,3
P0960,A02-T3-H01,6,1,2
P0961,A03-T3-H03,4,1,2
P0962,A02-T2-H04,3,0,2
P0963,A03-T2-H01,3,1,3
P0964,A02-T2-H03,2,3,4
P0965,A03-T2-H01,5,0,2
P0966,A01-T2-H02,6,3,4
P0967,A03-T3-H02,10,2,3
P0968,A03-T3-H03,3,1,2
P0969,A01-T1-H01,5,0,2
P0970,A03-T3-H01,10,1,2
P0971,A02-T2-H01,10,2,4
P0972,A01-T1-H01,2,1,3
P0973,A03-T2-H03,3,3,4
P0974,A01-T1-H02,2,1,2
P0975,A02-T3-H01,9,0,1
P0976,A03-T3-H02,14,2,4
P0977,A01-T3-H01,7,2,3
P0978,A01-T2-H01,9,0,1
P0979,A02-T2-H02,8,1,2
P0980,A03-T3-H02,1,0,1
P0981,A03-T2-H02,1,1,2
P0982,A01-T1-H01,2,1,3
P0983,A03-T3-H03,1,3,4
P0984,A03-T2-H01,8,2,3
P0985,A03-T3-H01,6,0,2
P0986,A02-T3-H01,9,0,1
P0987,A02-T1-H01,5,0,2
P0988,A03-T3-H02,1,1,2
P0989,A02-T3-H01,2,1,2
P0990,A03-T2-H01,3,1,3
P0991,A02-T3-H01,6,1,2
P0992,A02-T2-H03,2,0,1
P0993,A03-T3-H03,3,0,1
P0994,A03-T3-H01,10,0,2
P0995,A02-T2-H03,6,0,1
P0996,A03-T3-H02,14,2,4
P0997,A03-T2-H01,14,0,2
P0998,A01-T1-H01,5,0,2
P0999,A03-T2-H02,5,2,3
P1000,A01-T2-H03,7,0,2
P1001,A02-T3-H01,6,1,2
P1002,A02-T2-H01,3,2,3
P1003,A01-T1-H03,1,2,3
P1004,A03-T2-H02,11,0,1
P1005,A02-T3-H02,9,0,2
P1006,A01-T2-H01,9,0,1
P1007,A02-T2-H01,5,0,1
P1008,A02-T2-H04,2,2,4
P1009,A03-T3-H02,1,0,1
P1010,A01-T1-H01,3,1,3
P1011,A01-T2-H03,6,0,1
P1012,A03-T2-H02,8,1,3
P1013,A03-T3-H03,10,4,5
P1014,A02-T3-H01,6,1,2
P1015,A02-T2-H03,1,2,3
P1016,A03-T2-H01,4,0,2
P1017,A01-T2-H02,1,2,3
P1018,A02-T2-H02,1,0,1
P1019,A01-T3-H01,6,1,2
P1020,A03-T3-H02,14,2,4
P1021,A03-备用-04,2,1,2
P1022,A01-T3-H01,4,0,1
P1023,A02-T2-H01,6,1,2
P1024,A01-T3-H02,9,5,6
P1025,A03-T2-H01,4,0,2
P1026,A01-T3-H01,5,3,4
P1027,A01-T3-H02,4,1,2
P1028,A03-T3-H01,10,1,2
P1029,A01-T2-H02,8,1,3
P1030,A01-T2-H02,4,4,5
P1031,A02-T2-H01,2,0,1
P1032,A03-T2-H02,8,1,3
P1033,A02-T3-H01,4,2,3
P1034,A01-T3-H01,3,2,3
P1035,A03-T2-H02,14,0,2
P1036,A01-T2-H03,4,0,1
P1037,A03-T3-H03,10,4,5
P1038,A03-T2-H02,8,1,3
P1039,A02-T2-H02,6,2,3
P1040,A03-T3-H01,10,2,4
P1041,A03-T3-H03,1,2,3
P1042,A03-T3-H02,5,0,1
P1043,A03-T3-H03,1,2,3
P1044,A01-T2-H01,10,1,4
P1045,A03-T2-H02,14,2,3
P1046,A01-T3-H02,3,3,4
P1047,A01-T2-H02,1,2,3
P1048,A02-T3-H01,2,0,1
P1049,A02-T2-H02,4,0,3
P1050,A03-T3-H03,5,0,1
P1051,A01-T1-H01,2,1,3
P1052,A01-T3-H02,1,0,1
P1053,A01-T2-H02,7,2,3
P1054,A02-T3-H01,6,1,2
P1055,A03-T3-H03,10,1,2
P1056,A02-T3-H01,3,0,2
P1057,A01-T3-H02,5,1,3
P1058,A02-T2-H01,2,1,3
P1059,A02-T2-H01,12,1,2
P1060,A01-T2-H03,5,2,3
P1061,A01-T2-H02,8,1,3
P1062,A01-T3-H01,2,1,2
P1063,A03-T3-H03,9,0,2
P1064,A02-T3-H01,9,1,3
P1065,A01-T2-H01,12,2,3
P1066,A01-T3-H02,10,1,3
P1067,A01-T3-H01,6,1,2
P1068,A02-T2-H01,3,0,1
P1069,A02-T2-H02,1,1,3
P1070,A02-T2-H01,6,1,2
P1071,A02-T2-H02,2,0,2
P1072,A01-T1-H01,6,2,3
P1073,A03-T2-H03,2,0,2
P1074,A02-T2-H02,1,1,3
P1075,A01-T2-H02,1,0,2
P1076,A02-T2-H01,10,0,2
P1077,A02-T2-H04,3,0,2
P1078,A01-T2-H03,1,0,1
P1079,A01-T2-H02,5,0,1
P1080,A01-T2-H03,9,0,2
P1081,A03-T2-H02,5,0,2
P1082,A03-T3-H02,4,0,3
P1083,A01-T3-H01,6,1,2
P1084,A02-T1-H01,5,2,3
P1085,A01-T3-H01,8,0,1
P1086,A02-T2-H01,12,0,1
P1087,A03-T3-H01,15,0,1
P1088,A01-T2-H01,9,1,2
P1089,A01-T2-H03,9,2,3
P1090,A02-T3-H02,3,3,4
P1091,A02-T2-H03,4,2,3
P1092,A03-T2-H03,2,0,2
P1093,A02-T2-H01,10,3,4
P1094,A03-T2-H01,8,2,3
P1095,A01-T2-H03,9,0,1
P1096,A01-T1-H01,3,1,3
P1097,A02-T3-H02,1,1,2
P1098,A01-T3-H02,5,1,3
P1099,A02-T2-H01,1,0,4
P1100,A01-T2-H01,1,0,1
P1101,A02-T2-H01,8,0,2
P1102,A01-T3-H02,5,1,3
P1103,A03-T3-H02,7,0,1
P1104,A01-T3-H01,5,3,4
P1105,A02-T2-H01,6,1,2
P1106,A03-T3-H02,5,3,4
P1107,A03-T3-H03,3,1,2
P1108,A01-T2-H02,6,0,1
P1109,A03-T2-H02,3,0,2
P1110,A02-T2-H04,4,1,2
P1111,A02-T2-H01,12,1,2
P1112,A02-T2-H01,10,0,2
P1113,A02-T2-H01,4,0,2
P1114,A01-T2-H01,12,0,1
P1115,A03-T3-H02,8,1,2
P1116,A01-T3-H02,3,1,2
P1117,A02-T3-H02,3,3,4
P1118,A01-T2-H02,1,0,2
P1119,A02-T2-H03,8,0,1
P1120,A02-T3-H02,1,0,1
P1121,A01-T3-H02,7,1,2
P1122,A03-T2-H02,8,0,1
P1123,A01-T2-H02,8,1,3
P1124,A02-T2-H04,6,0,3
P1125,A03-T3-H02,7,1,2
P1126,A03-T3-H02,14,2,4
P1127,A02-T2-H04,6,2,4
P1128,A02-T2-H01,10,2,4
P1129,A01-T2-H01,10,1,4
P1130,A03-T2-H01,6,1,2
P1131,A01-T2-H01,10,0,1
P1132,A01-T2-H02,6,1,6
P1133,A02-T3-H01,7,0,2
P1134,A01-T3-H01,9,1,3
P1135,A03-T3-H03,3,0,1
P1136,A03-T3-H01,10,2,4
P1137,A03-T2-H02,9,0,2
P1138,A02-T2-H04,4,1,2
P1139,A01-T2-H03,3,0,2
P1140,A02-T3-H01,1,1,3
P1141,A02-T2-H03,2,0,1
P1142,A01-T1-H01,6,2,3
P1143,A01-T2-H03,5,2,3
P1144,A02-T2-H03,6,0,1
P1145,A02-T2-H01,1,1,2
P1146,,,,
P1147,A01-T2-H03,3,2,3
P1148,A03-T3-H02,5,0,2
P1149,A03-T2-H02,5,2,3
P1150,A01-T3-H01,6,1,2
P1151,A02-T2-H03,4,0,2
P1152,A02-T2-H01,9,1,3
P1153,A01-T2-H03,3,0,2
P1154,A02-T3-H02,10,3,5
P1155,A01-T3-H01,9,1,3
P1156,A02-T3-H01,3,0,2
P1157,A03-T2-H01,4,0,2
P1158,A02-T1-H01,5,2,3
P1159,A01-T3-H02,4,1,2
P1160,A02-T2-H01,8,0,2
P1161,A03-T2-H01,1,2,6
P1162,A03-备用-07,2,2,3
P1163,A01-T3-H02,4,0,1
P1164,A02-T3-H02,2,0,2
P1165,A02-T3-H01,6,1,2
P1166,A02-T2-H03,8,1,2
P1167,A01-T2-H02,8,0,1
P1168,A01-T2-H02,4,3,4
P1169,A01-T3-H01,9,1,3
P1170,A03-T3-H01,10,2,4
P1171,A03-T3-H03,5,0,1
P1172,A01-T2-H03,9,2,3
P1173,A03-T2-H03,2,0,2
P1174,A03-T3-H01,4,0,1
P1175,A01-T3-H01,7,2,3
P1176,A01-T2-H03,2,2,4
P1177,A02-T3-H02,5,1,3
P1178,A02-T2-H03,3,2,3
P1179,A02-T2-H01,4,0,2
P1180,A01-T2-H01,5,2,3
P1181,A01-T2-H01,6,1,2
P1182,A01-T2-H01,12,2,3
P1183,A02-T2-H04,4,1,2
P1184,A02-T3-H02,6,0,4
P1185,A01-T2-H01,6,1,2
P1186,A02-T3-H01,9,1,3
P1187,A01-T2-H03,7,0,2
P1188,A02-T2-H03,4,0,2
P1189,A02-T2-H01,5,1,2
P1190,A02-T1-H01,3,1,2
P1191,A03-T3-H01,1,1,2
P1192,A03-T2-H02,6,2,3
P1193,A03-T2-H02,2,1,3
P1194,A02-T2-H02,5,0,1
P1195,A02-T3-H01,9,0,1
P1196,A01-T2-H01,10,0,1
P1197,A03-T3-H01,1,1,2
P1198,A02-T2-H04,5,0,2
P1199,A03-T3-H02,4,0,3
P1200,A02-T2-H01,12,0,1
P1201,A03-T2-H02,14,0,2
P1202,A02-T2-H01,4,2,3
P1203,A03-T3-H01,8,0,1
P1204,A03-T2-H01,1,5,6
P1205,A01-T2-H03,3,2,3
P1206,A02-T2-H02,8,0,1
P1207,A01-T2-H02,1,2,3
P1208,A01-T2-H01,1,0,1
P1209,A02-T3-H02,9,1,3
P1210,A01-T2-H01,3,0,2
P1211,A02-T2-H01,7,1,2
P1212,A03-T3-H02,7,1,2
P1213,A02-T2-H03,4,0,1
P1214,A01-T2-H01,2,1,3
P1215,A01-T2-H01,7,1,2
P1216,A01-T3-H02,1,0,1
P1217,A03-T2-H03,3,0,2
P1218,A02-T3-H02,3,3,4
P1219,A03-T3-H01,1,1,2
P1220,A02-T3-H02,6,4,5
P1221,A03-T3-H02,5,0,1
P1222,A01-T1-H03,4,2,4
P1223,A02-T2-H03,7,2,3
P1224,A03-T3-H01,5,3,4
P1225,A01-T2-H02,6,5,6
P1226,A02-T2-H04,3,0,2
P1227,A02-T2-H04,3,2,3
P1228,A02-T1-H01,3,1,2
P1229,A01-T2-H02,8,0,1
P1230,A03-备用-08,2,1,2
P1231,A03-T2-H01,15,0,2
P1232,A01-T1-H01,9,2,4
P1233,A02-T3-H01,2,0,1
P1234,A03-T2-H02,6,2,3
P1235,A01-T3-H02,4,0,1
P1236,A03-T2-H02,6,0,2
P1237,A03-T2-H02,4,3,6
P1238,A03-T2-H02,14,0,2
P1239,A03-T3-H03,1,2,3
P1240,A02-T3-H02,10,3,5
P1241,A02-T3-H01,5,3,6
P1242,A01-T2-H01,6,4,6
P1243,A01-T2-H02,1,0,2
P1244,A02-T2-H04,3,2,3
P1245,A02-T2-H01,4,2,3
P1246,A03-T3-H03,2,4,5
P1247,A03-T2-H02,8,0,1
P1248,A01-T3-H01,7,1,3
P1249,A02-T2-H02,2,2,3
P1250,A01-T3-H02,3,3,4
P1251,A03-T2-H01,1,3,6
P1252,A01-T3-H01,5,1,2
P1253,A02-T2-H01,10,2,4
P1254,A02-T2-H03,7,0,2
P1255,A03-T3-H02,14,1,3
P1256,A02-T2-H02,4,0,3
P1257,A01-T3-H01,7,2,3
P1258,A03-T3-H02,10,2,3
P1259,A02-T2-H02,8,1,2
P1260,A02-T2-H02,2,2,3
P1261,A03-T2-H03,3,0,2
P1262,A02-T2-H02,8,1,2
P1263,A01-T2-H02,6,3,4
P1264,A01-T2-H03,5,0,1
P1265,A02-T2-H01,10,3,4
P1266,A02-T2-H02,2,0,2
P1267,A03-T2-H02,8,0,1
P1268,A03-T3-H01,4,0,1
P1269,A03-T2-H01,11,0,2
P1270,A01-T2-H02,2,0,2
P1271,A01-T3-H01,8,1,2
P1272,A03-T3-H01,4,1,2
P1273,A03-T3-H02,5,1,5
P1274,A03-T2-H02,4,3,6
P1275,A02-T3-H01,9,1,3
P1276,A02-T2-H04,3,0,2
P1277,A03-T2-H01,2,2,5
P1278,A03-T2-H02,1,0,3
P1279,A01-T3-H02,2,1,2
P1280,A01-T2-H01,9,1,2
P1281,A03-T3-H01,11,2,4
P1282,A02-T3-H01,9,1,3
P1283,A02-T2-H01,4,2,3
P1284,A02-T3-H02,2,0,2
P1285,A02-T2-H01,1,0,1
P1286,A02-T2-H01,9,2,3
P1287,A02-T2-H02,2,2,3
P1288,A03-T3-H02,5,3,4
P1289,A01-T3-H02,5,1,3
P1290,A01-T2-H02,5,1,2
P1291,A02-T2-H03,3,2,3
P1292,A03-T3-H02,14,1,3
P1293,A02-T2-H01,5,1,2
P1294,A03-T2-H01,5,0,2
P1295,A02-T2-H03,4,2,3
P1296,A01-T2-H03,3,0,2
P1297,A02-T2-H01,13,1,3
P1298,A03-T3-H03,2,4,5
P1299,A01-T2-H01,2,1,3
P1300,A02-T2-H03,7,0,2
P1301,A01-T2-H02,1,2,3
P1302,A02-T3-H01,7,2,3
P1303,A03-T2-H03,2,0,2
P1304,A03-T3-H01,4,4,5
P1305,A02-T2-H01,12,1,2
P1306,A01-T3-H02,5,1,3
P1307,A01-T2-H03,1,0,1
P1308,A03-T2-H02,8,0,1
P1309,A03-T2-H03,1,2,6
P1310,A01-T2-H03,2,0,2
P1311,A02-T2-H03,2,3,4
P1312,A03-T3-H03,4,1,2
P1313,A03-T2-H01,8,2,3
P1314,A03-T3-H02,5,1,5
P1315,A02-T2-H01,7,0,1
P1316,A03-T3-H03,5,0,1
P1317,A01-T1-H01,3,1,3
P1318,A01-T3-H01,2,1,2
P1319,A01-T2-H01,3,0,2
P1320,A01-T3-H02,1,4,5
P1321,A02-T2-H03,2,3,4
P1322,A03-T3-H01,15,0,1
P1323,A03-T3-H01,1,1,2
P1324,A02-T2-H01,12,0,1
P1325,A02-T2-H02,6,2,3
P1326,A02-T2-H03,1,1,2
P1327,A03-T2-H01,5,0,2
P1328,A03-T3-H02,3,1,2
P1329,A02-T2-H03,8,0,1
P1330,A02-T2-H03,3,2,3
P1331,A03-T3-H03,4,1,2
P1332,A01-T3-H02,3,3,4
P1333,A02-T3-H02,1,0,1
P1334,A01-T2-H03,6,0,1
P1335,A02-T2-H01,2,0,1
P1336,A02-T3-H01,7,2,3
P1337,A01-T3-H01,7,2,3
P1338,A02-T2-H03,3,0,2
P1339,A02-T3-H01,9,0,1
P1340,A01-T2-H02,5,1,2
P1341,A02-T2-H02,2,2,3
P1342,A02-T2-H01,11,0,2
P1343,A02-T2-H03,8,0,1
P1344,A03-T3-H02,4,3,4
P1345,A02-T2-H01,13,0,1
P1346,A03-T3-H03,3,1,2
P1347,A01-T2-H01,7,0,1
P1348,A01-T3-H02,3,1,2
P1349,A03-T2-H02,4,1,2
P1350,A01-T2-H01,1,0,1
P1351,A01-T3-H02,9,5,6
P1352,A02-T2-H01,13,1,3
P1353,A02-T2-H03,5,2,3
P1354,A02-T2-H03,1,1,2
P1355,A03-T2-H01,14,2,3
P1356,A02-T3-H02,10,3,5
P1357,A03-T3-H01,10,0,1
P1358,A02-T2-H01,7,0,1
P1359,A03-T3-H03,7,1,2
P1360,A01-T1-H03,4,2,4
P1361,A03-T2-H02,9,2,4
P1362,A03-T3-H01,15,1,2
P1363,A03-T3-H02,14,1,3
P1364,A01-T2-H03,9,0,2
P1365,A02-T3-H02,1,0,1
P1366,A02-T2-H02,4,0,3
P1367,A02-T3-H01,9,0,1
P1368,A02-T3-H01,3,0,2
P1369,A02-T2-H01,4,0,2
P1370,A01-T1-H03,1,2,3
P1371,A03-T2-H02,2,1,3
P1372,A02-T2-H02,6,2,3
P1373,A02-T3-H01,2,1,2
P1374,A01-T3-H01,8,1,2
P1375,A03-T3-H03,7,1,2
P1376,A02-T2-H01,12,0,1
P1377,A01-T2-H03,3,2,3
P1378,A01-T2-H01,3,2,3
P1379,A02-T2-H01,4,2,3
P1380,A01-T2-H02,5,0,1
P1381,A03-T3-H02,2,0,1
P1382,A03-T3-H02,7,0,1
P1383,A01-T3-H02,4,1,2
P1384,A01-T2-H01,9,1,2
P1385,A03-T3-H01,10,0,2
P1386,A03-T3-H01,10,1,2
P1387,A01-T2-H02,8,1,3
P1388,A02-T2-H01,4,2,3
P1389,A01-T2-H01,6,1,2
P1390,A01-T2-H02,5,1,2
P1391,A03-T2-H02,7,1,3
P1392,A02-T3-H01,3,0,2
P1393,A01-T2-H01,10,1,4
P1394,A01-T2-H02,6,0,2
P1395,A01-T3-H01,1,0,1
P1396,A03-T3-H02,7,1,2
P1397,A01-T2-H02,6,0,2
P1398,A03-T3-H03,3,1,2
P1399,A01-T2-H02,6,0,2
P1400,A02-T3-H02,3,3,4
P1401,A02-T1-H01,5,2,3
P1402,A01-T3-H02,7,0,1
P1403,A03-T3-H03,7,1,2
P1404,A03-T2-H03,2,0,2
P1405,A02-T3-H01,1,1,3
P1406,A03-T2-H02,7,1,3
P1407,A03-T2-H02,6,0,2
P1408,A01-T2-H01,1,3,5
P1409,A01-T3-H02,10,1,3
P1410,A01-T2-H01,5,2,3
P1411,A01-T3-H02,5,1,3
P1412,A01-T3-H01,7,1,3
P1413,A02-T2-H03,6,0,1
P1414,A01-T2-H01,1,1,5
P1415,A03-T3-H02,10,2,3
P1416,A03-T3-H03,2,4,5
P1417,A01-T2-H01,12,1,3
P1418,A02-T3-H02,9,1,3
P1419,A02-T2-H03,1,1,2
P1420,A01-T2-H03,5,2,3
P1421,A03-T2-H01,2,2,5
P1422,A02-T3-H02,6,0,4
P1423,A02-T3-H01,7,0,2
P1424,A02-T2-H03,5,2,3
P1425,A01-T3-H01,8,1,2
P1426,A01-T2-H03,1,1,2
P1427,A03-T2-H01,1,3,6
P1428,A02-T3-H02,6,4,5
P1429,A01-T3-H01,7,0,2
P1430,A03-T3-H01,9,1,2
P1431,A01-T3-H01,9,0,1
P1432,A02-T2-H02,1,1,3
P1433,A03-T3-H03,1,2,3
P1434,A02-T2-H01,13,1,3
P1435,A03-T3-H01,8,0,1
P1436,A03-T3-H03,11,1,2
P1437,A03-T3-H01,11,1,2
P1438,A02-T2-H03,2,1,2
P1439,A02-T2-H01,2,1,3
P1440,A03-T2-H02,1,3,4
P1441,A03-T3-H03,5,1,3
P1442,A03-T2-H02,1,3,4
P1443,A02-T2-H04,4,0,1
P1444,A01-T2-H01,3,2,3
P1445,A02-T2-H01,11,0,2
P1446,A03-T3-H03,2,4,5
P1447,A02-T2-H03,6,0,1
P1448,A02-T2-H02,10,1,2
P1449,A03-T3-H01,5,3,4
P1450,A03-T3-H03,5,0,1
P1451,A02-T2-H01,10,0,2
P1452,A03-T3-H02,14,0,2
P1453,A02-T3-H02,1,0,1
P1454,A01-T2-H03,9,2,3
P1455,A01-T1-H03,1,2,3
P1456,A02-T2-H03,1,1,2
P1457,A03-T3-H01,15,1,2
P1458,A01-T3-H01,9,0,1
P1459,A03-T3-H02,3,1,2
P1460,A02-T3-H01,4,2,3
P1461,A01-T2-H03,2,0,2
P1462,A02-T2-H03,3,0,2
P1463,A02-T2-H03,4,0,2
P1464,A03-T2-H03,2,0,2
P1465,A01-T3-H01,9,1,3
P1466,A02-T3-H01,3,2,3
P1467,A02-T2-H02,8,0,1
P1468,A03-备用-02,1,1,3
P1469,A01-T3-H02,2,1,2
P1470,A02-T2-H02,5,0,1
