person_id,aircraft_type,flight_no,pickup_stop_order,delivery_stop_order
P2698,T3,3,0,2
P2700,T3,55,0,4
P2702,T3,5,0,1
P2710,T3,26,0,2
P2711,T3,37,0,1
P2712,T2,14,0,2
P2715,T3,5,0,1
P2716,T3,8,0,1
P2717,T3,5,0,1
P2718,T2,3,0,1
P2719,T2,1,0,1
P2720,T3,15,0,1
P2721,T3,65,0,1
P2722,T3,31,0,1
P2723,T3,5,0,1
P2724,T3,5,0,1
P2725,T2,2,0,1
P2726,T2,15,0,2
P2727,T2,16,0,1
P2730,T3,67,0,1
P2731,T3,23,0,1
P2736,T3,21,0,3
P2738,T3,13,0,1
P2741,T3,3,0,2
P2742,T3,65,0,1
P2743,T2,13,0,2
P2746,T3,66,0,1
P2751,T3,67,0,1
P2753,T3,19,0,1
P2759,T3,55,0,4
P2764,T3,16,0,2
P2766,T3,68,0,1
P2767,T3,20,0,1
P2768,T3,16,0,2
P2769,T3,25,0,2
P2771,T3,46,0,1
P2775,T3,66,0,1
P2776,T2,14,0,2
P2778,T3,41,0,2
P2779,T3,67,0,1
P2782,T3,70,0,1
P2783,T2,18,0,1
P2785,T3,63,0,2
P2786,T3,67,0,1
P2787,T3,68,0,3
P2789,T3,24,0,1
P2790,T2,7,0,1
P2791,T3,44,0,1
P2793,T3,8,0,1
P2794,T3,15,0,1
P2796,T3,35,0,2
P2799,T3,65,0,1
P2801,T2,11,0,2
P2805,T3,15,0,1
P2807,T3,6,0,2
P2809,T3,37,0,1
P2810,T3,47,0,1
P2815,T3,14,0,1
P2819,T3,4,0,1
P2820,T3,29,0,2
P2822,T3,27,0,1
P2824,T3,69,0,1
P2825,T2,2,0,2
P2826,T3,29,0,2
P2828,T3,65,0,1
P2829,T3,5,0,1
P2831,T3,31,0,1
P2832,T3,52,0,2
P2835,T2,18,0,1
P2836,T2,2,0,2
P2837,T2,11,0,2
P2838,T3,35,0,1
P2839,T3,66,0,2
P2840,T3,17,0,1
P2841,T2,11,0,2
P2843,T2,17,0,1
P2844,T3,20,0,1
P2846,T3,66,0,1
P2847,T2,15,0,2
P2848,T3,44,0,1
P2850,T3,51,0,2
P2853,T3,42,0,2
P2854,T3,55,0,4
P2858,T2,14,0,2
P2859,T3,15,0,1
P2863,T3,69,0,1
P2864,T3,25,0,2
P2866,T3,2,0,1
P2867,T3,26,0,2
P2869,T3,7,0,2
P2871,T3,59,0,2
P2873,T3,28,0,1
P2876,T3,9,0,2
P2877,T3,44,0,1
P2878,T3,16,0,2
P2880,T3,5,0,1
P2881,T3,66,0,1
P2885,T2,3,0,1
P2889,T3,67,0,1
P2893,T3,55,0,4
P2896,T3,42,0,2
P2898,T3,23,0,1
P2900,T3,38,0,2
P2901,T2,12,0,1
P2902,T3,38,0,1
P2904,T2,6,0,1
P2907,T3,40,0,1
P2908,T3,20,0,1
P2912,T3,58,0,1
P2913,T3,65,0,1
P2914,T2,13,0,2
P2922,T3,55,0,4
P2928,T3,2,0,1
P2929,T2,1,0,1
P2930,T2,15,0,2
P2932,T3,40,0,1
P2933,T2,10,0,2
P2935,T3,66,0,1
P2938,T3,5,0,1
P2939,T3,61,0,2
P2940,T3,29,0,2
P2942,T3,1,0,1
P2943,T3,38,0,1
P2945,T2,15,0,2
P2953,T3,21,0,1
P2955,T3,44,0,1
P2956,T3,57,0,1
P2965,T3,56,0,2
P2966,T3,59,0,2
P2968,T3,65,0,1
P2969,T3,20,0,1
P2971,T3,26,0,2
P2972,T3,70,0,1
P2974,T3,54,0,1
P2978,T3,16,0,2
P2982,T3,15,0,1
P2984,T3,67,0,1
P2990,T3,14,0,1
P2991,T3,15,0,1
P2996,T3,2,0,1
P2998,T3,69,0,1
P2999,T3,24,0,1
P3002,T3,29,0,2
P3004,T2,12,0,1
P3006,T3,16,0,1
P3008,T2,18,0,1
P3013,T3,45,0,1
P3022,T3,54,0,1
P3023,T3,60,0,2
P3025,T3,5,0,1
P3026,T3,31,0,1
P3027,T2,14,0,2
P3028,T3,56,0,2
P3039,T3,8,0,1
P3041,T3,49,0,1
P3042,T3,37,0,1
P3044,T3,27,0,1
P3048,T3,64,0,1
P3050,T3,2,0,1
P3053,T3,8,0,1
P3055,T3,5,0,1
P3060,T3,31,0,1
P3062,T3,42,0,2
P3063,T2,1,0,1
P3067,T3,65,0,1
P3074,T2,2,0,1
P3075,T3,7,0,2
P3077,T3,2,0,1
P3079,T3,37,0,1
P3082,T2,15,0,2
P3083,T3,36,0,1
P3084,T3,56,0,1
P3087,T3,38,0,1
P3088,T2,3,0,1
P3089,T3,59,0,2
P3090,T3,40,0,1
P3092,T3,12,0,2
P3093,T3,31,0,1
P3094,T3,68,0,1
P3096,T3,25,0,3
P3098,T3,22,0,1
P3101,T3,46,0,1
P3104,T3,46,0,1
P3105,T3,68,0,3
P3108,T3,18,0,1
P3109,T3,46,0,1
P3112,T2,2,0,2
P3113,T3,8,0,1
P3114,T2,5,0,1
P3117,T3,25,0,3
P3118,T3,15,0,1
P3119,T3,9,0,1
P3120,T3,38,0,2
P3125,T3,2,0,1
P3126,T2,12,0,1
P3136,T3,40,0,2
P3137,T3,15,0,1
P3138,T3,2,0,1
P3149,T3,55,0,4
P3150,T3,12,0,2
P3155,T2,18,0,1
P3156,T3,56,0,1
P3158,T3,33,0,1
P3159,T3,9,0,1
P3160,T3,21,0,1
P3164,T3,7,0,2
P3167,T2,15,0,2
P3169,T3,54,0,1
P3170,T3,21,0,3
P3171,T2,10,0,2
P3174,T3,26,0,2
P3175,T3,18,0,1
P3176,T3,12,0,2
P3177,T3,40,0,2
P3182,T2,10,0,2
P3184,T2,15,0,2
P3190,T3,39,0,1
P3191,T3,55,0,4
P3192,T3,21,0,3
P3198,T3,16,0,2
P3202,T3,6,0,2
P3205,T3,55,0,4
P3209,T2,18,0,1
P3210,T3,66,0,2
P3211,T3,19,0,1
P3212,T3,16,0,2
P3213,T3,65,0,1
P3216,T3,40,0,2
P3222,T3,66,0,1
P3225,T2,12,0,1
P3227,T3,68,0,3
P3231,T3,9,0,2
P3234,T3,21,0,2
P3235,T3,66,0,2
P3238,T2,17,0,1
P3240,T2,2,0,2
P3243,T3,9,0,1
P3249,T3,16,0,2
P3250,T3,16,0,2
P3253,T2,15,0,2
P3257,T2,11,0,2
P3260,T2,17,0,1
P3264,T3,28,0,1
P3265,T3,28,0,1
P3267,T2,13,0,2
P3268,T2,1,0,1
P3270,T3,60,0,2
P3271,T3,11,0,1
P3276,T3,52,0,2
P3277,T3,6,0,2
P3278,T3,31,0,1
P3279,T2,2,0,2
P3280,T3,16,0,1
P3282,T3,42,0,2
P3283,T3,25,0,2
P3287,T3,66,0,1
P3288,T3,27,0,1
P3292,T3,9,0,2
P3302,T3,25,0,2
P3303,T3,29,0,2
P3304,T3,7,0,3
P3305,T3,35,0,1
P3308,T3,25,0,2
P3309,T3,56,0,2
P3310,T2,2,0,2
P3311,T2,12,0,2
P3312,T3,26,0,1
P3313,T3,35,0,1
P3316,T3,21,0,3
P3320,T3,26,0,2
P3322,T3,66,0,1
P3325,T2,18,0,1
P3326,T3,25,0,2
P3327,T3,9,0,2
P3329,T3,26,0,1
P3330,T3,54,0,1
P3334,T2,17,0,1
P3341,T3,32,0,1
P3344,T3,38,0,2
P3345,T3,32,0,2
P3346,T3,56,0,2
P3348,T3,65,0,1
P3352,T3,29,0,2
P3354,T3,9,0,2
P3356,T3,21,0,3
P3360,T2,10,0,3
P3362,T3,2,0,1
P3363,T2,2,0,1
P3365,T3,42,0,2
P3366,T2,10,0,2
P3368,T2,8,0,1
P3369,T3,69,0,1
P3370,T3,55,0,1
P3375,T3,9,0,1
P3381,T3,26,0,1
P3385,T2,9,0,2
P3394,T2,3,0,1
P3402,T3,35,0,2
P3403,T3,10,0,1
P3406,T3,35,0,1
P3409,T3,27,0,1
P3410,T3,14,0,1
P3416,T3,55,0,4
P3418,T3,2,0,1
P3420,T3,42,0,2
P3422,T3,26,0,1
P3423,T2,15,0,3
P3425,T3,3,0,1
P3427,T3,21,0,3
P3428,T3,56,0,2
P3433,T3,3,0,2
P3436,T3,38,0,2
P3437,T3,6,0,1
P3440,T3,68,0,3
P3441,T3,28,0,1
P3443,T3,66,0,2
P3445,T3,3,0,2
P3452,T3,55,0,4
P3457,T3,3,0,1
P3459,T3,68,0,1
P3461,T3,42,0,2
P3462,T3,65,0,1
P3464,T3,16,0,1
P3466,T3,6,0,2
P3469,T3,65,0,1
P3471,T2,13,0,2
P3473,T3,38,0,1
P3475,T3,21,0,1
P3476,T3,7,0,2
P3477,T3,66,0,1
P3478,T3,16,0,1
P3483,T3,32,0,1
P3488,T3,40,0,1
P3495,T3,14,0,1
P3497,T3,7,0,3
P3505,T3,55,0,1
P3506,T3,40,0,2
P3507,T3,55,0,1
P3509,T3,32,0,2
P3510,T3,68,0,1
P3516,T3,38,0,2
P3518,T3,6,0,1
P3524,T3,27,0,1
P3530,T3,56,0,1
P3531,T3,25,0,3
P3532,T3,32,0,2
P3533,T3,29,0,1
P3538,T3,65,0,1
P3541,T2,11,0,2
P3542,T3,29,0,2
P3543,T3,25,0,2
P3544,T3,35,0,1
P3545,T3,66,0,2
P3546,T3,29,0,1
P3547,T3,66,0,1
P3551,T2,3,0,1
P3552,T2,10,0,3
P3554,T3,21,0,1
P3560,T3,40,0,2
P3572,T3,6,0,2
P3573,T3,3,0,2
P3574,T3,38,0,2
P3575,T2,3,0,1
P3576,T3,64,0,1
P3579,T3,38,0,1
P3582,T3,26,0,2
P3584,T3,40,0,2
P3585,T3,9,0,1
P3586,T2,3,0,1
P3587,T3,68,0,3
P3588,T3,65,0,1
P3589,T2,14,0,2
P3591,T2,18,0,1
P3592,T3,4,0,1
P3595,T3,69,0,1
P3598,T3,9,0,1
P3599,T2,14,0,2
P3601,T3,38,0,2
P3602,T3,32,0,2
P3603,T3,40,0,1
P3608,T3,7,0,1
P3610,T2,12,0,1
P3611,T3,68,0,3
P3612,T2,12,0,1
P3613,T3,16,0,1
P3614,T3,20,0,1
P3615,T3,25,0,3
P3621,T3,14,0,1
P3623,T3,32,0,2
P3624,T2,2,0,1
P3625,T3,69,0,1
P3626,T3,35,0,2
P3627,T3,70,0,1
P3631,T3,7,0,1
P3633,T3,32,0,1
P3634,T3,21,0,1
P3636,T3,3,0,1
P3637,T3,56,0,1
P3640,T3,68,0,3
P3644,T3,17,0,1
P3649,T3,29,0,2
P3650,T3,7,0,3
P3651,T3,21,0,1
P3652,T3,43,0,2
P3655,T2,2,0,2
P3656,T2,18,0,1
P3658,T3,45,0,1
P3664,T3,69,0,1
P3674,T3,58,0,1
P3676,T3,6,0,2
P3684,T2,2,0,2
P3685,T3,26,0,1
P3686,T3,25,0,3
P3693,T3,16,0,2
P3694,T3,26,0,2
P3698,T3,53,0,1
P3699,T2,14,0,2
P3703,T3,52,0,2
P3706,T2,2,0,1
P3708,T3,62,0,2
P3711,T3,27,0,1
P3714,T3,9,0,2
P3717,T3,56,0,1
P3718,T2,8,0,1
P3721,T3,66,0,1
P3725,T3,16,0,1
P3727,T3,32,0,1
P3730,T3,70,0,1
P3734,T3,35,0,1
P3741,T3,35,0,2
P3749,T3,35,0,1
P3751,T3,32,0,2
P3752,T3,29,0,1
P3755,T3,53,0,1
P3756,T3,25,0,2
P3757,T3,42,0,2
P3758,T3,55,0,1
P3760,T3,7,0,2
P3761,T3,9,0,1
P3762,T3,56,0,3
P3763,T3,55,0,3
P3770,T3,53,0,1
P3771,T3,55,0,4
P3774,T3,68,0,1
P3775,T3,17,0,1
P3779,T3,6,0,1
P3780,T3,38,0,2
P3782,T3,32,0,2
P3786,T3,16,0,2
P3791,T2,10,0,2
P3793,T3,68,0,1
P3797,T3,6,0,2
P3799,T3,25,0,3
P3807,T3,16,0,1
P3808,T3,21,0,1
P3809,T3,35,0,1
P3810,T3,38,0,1
P3811,T2,3,0,1
P3814,T2,2,0,1
P3815,T3,40,0,2
P3816,T2,8,0,1
P3817,T3,7,0,2
P3822,T3,32,0,1
P3823,T2,8,0,1
P3824,T3,9,0,2
P3836,T3,21,0,2
P3840,T3,38,0,2
P3843,T2,3,0,1
P3844,T3,43,0,2
P3846,T3,56,0,1
P3847,T3,25,0,3
P3848,T3,32,0,1
P3849,T3,6,0,2
P3850,T3,38,0,2
P3851,T3,56,0,1
P3852,T2,3,0,1
P3856,T3,65,0,1
P3859,T3,29,0,1
P3862,T3,26,0,2
P3868,T3,55,0,4
P3872,T3,39,0,1
P3875,T3,6,0,1
P3877,T3,35,0,1
P3879,T3,42,0,2
P3880,T3,16,0,1
P3882,T3,10,0,1
P3884,T3,6,0,1
P3885,T2,14,0,2
P3888,T3,6,0,1
P3889,T3,66,0,2
P3892,T3,7,0,2
P3895,T3,35,0,1
P3897,T3,56,0,3
P3898,T3,66,0,2
P3903,T2,14,0,2
P3906,T3,9,0,1
P3909,T2,12,0,2
P3911,T3,42,0,2
P3914,T3,26,0,2
P3917,T2,2,0,1
P3920,T3,66,0,2
P3925,T3,6,0,2
P3929,T3,29,0,2
P3935,T3,29,0,1
P3937,T3,32,0,1
P3938,T3,8,0,1
P3939,T3,21,0,2
P3940,T3,3,0,1
P3945,T3,22,0,1
P3947,T2,15,0,2
P3954,T2,15,0,3
P3955,T2,12,0,1
P3959,T3,56,0,2
P3961,T3,4,0,1
P3963,T2,8,0,1
P3966,T2,14,0,2
P3968,T3,6,0,1
P3969,T3,61,0,2
P3970,T3,56,0,2
P3973,T3,21,0,1
P3982,T3,29,0,1
P3984,T3,7,0,1
P3985,T3,21,0,2
P3987,T3,68,0,3
P3989,T3,56,0,1
P3992,T2,11,0,2
P3994,T3,21,0,1
P3996,T3,32,0,2
P3998,T3,32,0,1
