person_id,origin_id,destination_id
P1308,LAND,F036
P1309,F042,LAND
P1310,A01,F008
P1311,F024,LAND
P1312,F046,F047
P1313,F048,F039
P1314,F037,LAND
P1315,LAND,F020
P1316,LAND,F043
P1317,F010,F007
P1318,F004,F007
P1319,LAND,F012
P1320,F001,F016
P1321,F024,LAND
P1322,LAND,F036
P1323,F039,LAND
P1324,LAND,F030
P1325,F028,F018
P1326,F020,F019
P1327,LAND,F043
P1328,F044,LAND
P1329,LAND,F020
P1330,F033,LAND
P1331,F046,F047
P1332,F011,LAND
P1333,LAND,F020
P1334,A01,F008
P1335,LAND,F023
P1336,F034,LAND
P1337,F012,LAND
P1338,LAND,F033
P1339,LAND,F021
P1340,F017,LAND
P1341,F026,LAND
P1342,LAND,F028
P1343,LAND,F020
P1344,F046,LAND
P1345,LAND,F019
P1346,F038,LAND
P1347,LAND,F016
P1348,F003,F008
P1349,F044,F037
P1350,LAND,F001
P1351,F010,A01
P1352,F019,LAND
P1353,F028,LAND
P1354,F020,F019
P1355,F051,LAND
P1356,F032,F025
P1357,LAND,F047
P1358,LAND,F020
P1359,F050,F043
P1360,F015,F009
P1361,F041,A03
P1362,F036,LAND
P1363,F037,F044
P1364,LAND,F015
P1365,LAND,F020
P1366,LAND,F035
P1367,LAND,F021
P1368,A02,F034
P1369,LAND,F028
P1370,F010,LAND
P1371,F039,F052
P1372,F028,F018
P1373,F027,LAND
P1374,F009,LAND
P1375,F050,F043
P1376,LAND,F030
P1377,F013,LAND
P1378,F012,LAND
P1379,F028,LAND
P1380,LAND,F017
P1381,LAND,F036
P1382,LAND,F044
P1383,F014,A01
P1384,F005,A01
P1385,LAND,F049
P1386,F047,F049
P1387,F001,A01
P1388,F028,LAND
P1389,F011,F015
P1390,F017,LAND
P1391,F045,F048
P1392,LAND,F034
P1393,F007,LAND
P1394,LAND,F006
P1395,LAND,F002
P1396,F044,LAND
P1397,LAND,F006
P1398,F038,LAND
P1399,LAND,F006
P1400,F023,F032
P1401,F029,LAND
P1402,A01,F015
P1403,F050,F043
P1404,LAND,F047
P1405,F021,F027
P1406,F045,F048
P1407,LAND,F039
P1408,F003,LAND
P1409,F003,F007
P1410,F008,F003
P1411,F009,F003
P1412,F011,LAND
P1413,LAND,F024
P1414,F001,LAND
P1415,F051,F038
P1416,F048,LAND
P1417,F016,A01
P1418,F030,F026
P1419,F020,F019
P1420,F006,A01
P1421,F037,LAND
P1422,LAND,F025
P1423,LAND,F034
P1424,F028,LAND
P1425,F009,LAND
P1426,F005,LAND
P1427,F037,LAND
P1428,F025,A02
P1429,LAND,F012
P1430,F052,F048
P1431,LAND,F002
P1432,F021,LAND
P1433,F041,F045
P1434,F019,LAND
P1435,LAND,F042
P1436,F039,F048
P1437,F049,F048
P1438,F022,F033
P1439,F023,LAND
P1440,F038,A03
P1441,F043,LAND
P1442,F038,LAND
P1443,LAND,F031
P1444,F012,LAND
P1445,LAND,F028
P1446,F048,LAND
P1447,LAND,F024
P1448,F018,LAND
P1449,F042,F040
P1450,LAND,F043
P1451,LAND,F023
P1452,LAND,F050
P1453,LAND,F020
P1454,F015,LAND
P1455,F010,LAND
P1456,F020,F019
P1457,F036,LAND
P1458,LAND,F002
P1459,F044,LAND
P1460,F026,F033
P1461,LAND,F008
P1462,A02,F033
P1463,LAND,F022
P1464,LAND,F047
P1465,F002,LAND
P1466,F034,LAND
P1467,LAND,F031
P1468,F042,LAND
P1469,F004,LAND
P1470,LAND,F018
P1471,LAND,F050
P1472,F001,LAND
P1473,F049,LAND
P1474,LAND,F039
P1475,LAND,F033
P1476,LAND,F022
P1477,LAND,F037
P1478,F005,A01
P1479,LAND,F041
P1480,F021,LAND
P1481,LAND,F022
P1482,A02,F023
P1483,F035,LAND
P1484,LAND,F037
P1485,F039,LAND
P1486,F025,LAND
P1487,F013,F002
P1488,LAND,F039
P1489,F031,LAND
P1490,F028,LAND
P1491,F041,LAND
P1492,F011,LAND
P1493,LAND,F017
P1494,F051,LAND
P1495,F048,LAND
P1496,F036,F049
P1497,LAND,F049
P1498,F003,F007
P1499,F015,LAND
P1500,LAND,F019
P1501,F038,LAND
P1502,F037,F040
P1503,F042,LAND
P1504,LAND,F018
P1505,F039,F052
P1506,LAND,F015
P1507,F020,F019
P1508,F045,LAND
P1509,LAND,F002
P1510,F015,F009
P1511,F045,LAND
P1512,LAND,F031
P1513,F002,F003
P1514,F044,F037
P1515,LAND,F024
P1516,F019,LAND
P1517,LAND,F036
P1518,LAND,F010
P1519,F004,LAND
P1520,A03,F049
P1521,LAND,F017
P1522,F039,LAND
P1523,LAND,F007
P1524,F009,LAND
P1525,F051,F038
P1526,F007,F002
P1527,F038,F039
P1528,LAND,F027
P1529,LAND,F011
P1530,F016,F005
P1531,F008,F003
P1532,F019,LAND
P1533,F047,LAND
P1534,LAND,F031
P1535,F027,LAND
P1536,F004,LAND
P1537,LAND,F016
P1538,F022,LAND
P1539,F012,F015
P1540,F037,F044
P1541,LAND,F033
P1542,F041,LAND
P1543,F030,LAND
P1544,LAND,F022
P1545,F006,A01
P1546,F008,LAND
P1547,F031,LAND
P1548,F031,F021
P1549,LAND,F010
P1550,F001,F016
P1551,F035,LAND
P1552,LAND,F046
P1553,LAND,F004
P1554,F005,F017
P1555,F035,LAND
P1556,LAND,F041
P1557,F034,LAND
P1558,F006,LAND
P1559,LAND,F039
P1560,F034,LAND
P1561,F002,LAND
P1562,LAND,F038
P1563,F013,LAND
P1564,LAND,F021
P1565,F050,LAND
P1566,LAND,F018
P1567,LAND,F040
P1568,F002,F004
P1569,LAND,F048
P1570,LAND,F049
P1571,A01,F011
P1572,F042,F040
P1573,F049,LAND
P1574,LAND,F027
P1575,LAND,F035
P1576,LAND,F036
P1577,LAND,F022
P1578,F028,F018
P1579,LAND,F016
P1580,LAND,F021
P1581,F022,F033
P1582,LAND,F016
P1583,F015,LAND
P1584,F039,F048
P1585,F051,F038
P1586,F029,F021
P1587,F050,F043
P1588,F019,F033
P1589,F032,LAND
P1590,F049,F048
P1591,F029,LAND
P1592,F006,F007
P1593,F005,A01
P1594,F048,A03
P1595,F033,LAND
P1596,F028,LAND
P1597,F026,LAND
P1598,LAND,F040
P1599,F009,F003
P1600,F001,A01
P1601,LAND,F001
P1602,F010,LAND
P1603,F016,LAND
P1604,LAND,F048
P1605,LAND,F011
P1606,F048,F039
P1607,LAND,F018
P1608,LAND,F021
P1609,LAND,F001
P1610,LAND,F009
P1611,A01,F006
P1612,LAND,F038
P1613,LAND,F047
P1614,F047,LAND
P1615,LAND,F043
P1616,LAND,F047
P1617,F036,LAND
P1618,F001,F005
P1619,F036,LAND
P1620,F003,LAND
P1621,F022,LAND
P1622,F010,A01
P1623,F013,LAND
P1624,F014,LAND
P1625,LAND,F006
P1626,F051,A03
P1627,LAND,F022
P1628,F022,F033
P1629,F038,F045
P1630,F037,F040
P1631,F001,F005
P1632,F051,LAND
P1633,F002,F003
P1634,F003,LAND
P1635,F029,LAND
P1636,F036,LAND
P1637,F036,LAND
P1638,F042,A03
P1639,F011,LAND
P1640,A03,F045
P1641,F043,F051
P1642,F020,LAND
P1643,F048,F039
P1644,F009,A01
P1645,LAND,F019
P1646,F037,LAND
P1647,F038,F045
P1648,F017,A01
P1649,F052,A03
P1650,A03,F036
P1651,F023,F032
P1652,F007,F002
P1653,LAND,F008
P1654,LAND,F024
P1655,LAND,F012
P1656,F020,LAND
P1657,F021,LAND
P1658,F045,LAND
P1659,F049,F048
P1660,F050,A03
P1661,LAND,F019
P1662,F011,A01
P1663,F027,LAND
P1664,LAND,F019
P1665,F029,A02
P1666,F031,F021
P1667,LAND,F011
P1668,LAND,F027
P1669,F002,F004
P1670,F020,F019
P1671,LAND,F020
P1672,F028,LAND
P1673,F048,F039
P1674,F021,LAND
P1675,F028,A02
P1676,F006,LAND
P1677,A02,F019
P1678,F028,LAND
P1679,F029,LAND
P1680,LAND,F016
P1681,LAND,F032
P1682,LAND,F025
P1683,LAND,F042
P1684,LAND,F051
P1685,LAND,F002
P1686,LAND,F034
P1687,F024,LAND
P1688,LAND,F011
P1689,F005,LAND
P1690,LAND,F021
P1691,F032,F025
P1692,F031,LAND
P1693,F008,LAND
P1694,LAND,F008
P1695,F004,F007
P1696,F028,LAND
P1697,LAND,F016
P1698,F023,F032
P1699,LAND,F020
P1700,F038,LAND
P1701,LAND,F035
P1702,F011,LAND
P1703,A01,F007
P1704,F038,F045
P1705,LAND,F040
P1706,F034,LAND
P1707,F045,LAND
P1708,LAND,F023
P1709,F042,LAND
P1710,LAND,F005
P1711,F006,F007
P1712,F010,F007
P1713,LAND,F020
P1714,LAND,F035
P1715,A03,F040
P1716,F027,LAND
P1717,F030,F026
P1718,A01,F011
P1719,F043,F051
P1720,F048,LAND
P1721,LAND,F036
P1722,F029,LAND
P1723,LAND,F051
P1724,LAND,F026
P1725,LAND,F039
P1726,F023,F032
P1727,F008,LAND
P1728,F040,LAND
P1729,A02,F028
P1730,F037,LAND
P1731,F045,LAND
P1732,F048,F039
P1733,F012,LAND
P1734,LAND,F002
P1735,F038,F039
P1736,F052,LAND
P1737,F037,F044
P1738,LAND,F029
P1739,LAND,F030
P1740,F010,LAND
P1741,F036,LAND
P1742,LAND,F041
P1743,LAND,F009
P1744,F007,F002
P1745,LAND,F017
P1746,F027,LAND
P1747,F037,LAND
P1748,LAND,F006
P1749,F016,LAND
P1750,A03,F040
P1751,F040,LAND
P1752,LAND,F018
P1753,LAND,F045
P1754,A01,F002
P1755,F036,LAND
P1756,F032,LAND
P1757,LAND,F001
P1758,LAND,F001
P1759,LAND,F001
P1760,LAND,F044
P1761,LAND,F048
P1762,F035,LAND
P1763,LAND,F009
P1764,F028,F018
P1765,F045,F048
P1766,LAND,F038
P1767,A03,F042
P1768,F040,LAND
P1769,F026,LAND
P1770,F018,LAND
P1771,A01,F002
P1772,LAND,F031
P1773,LAND,F028
P1774,LAND,F015
P1775,F026,LAND
P1776,F025,LAND
P1777,F001,F005
P1778,LAND,F046
P1779,F020,LAND
P1780,F040,LAND
P1781,F014,LAND
P1782,LAND,F015
P1783,F045,LAND
P1784,F015,A01
P1785,A03,F045
P1786,F046,F047
P1787,F003,F007
P1788,F030,F026
P1789,F038,F045
P1790,LAND,F020
P1791,F043,LAND
P1792,F022,LAND
P1793,LAND,F026
P1794,LAND,F020
P1795,F030,LAND
P1796,F020,LAND
P1797,LAND,F007
P1798,F027,F021
P1799,F045,LAND
P1800,F051,LAND
P1801,LAND,F021
P1802,F001,F005
P1803,A03,F045
P1804,LAND,F030
P1805,LAND,F014
P1806,LAND,F031
P1807,LAND,F018
P1808,F037,LAND
P1809,F032,F025
P1810,F015,LAND
P1811,LAND,F032
P1812,F019,LAND
P1813,F036,F049
P1814,LAND,F028
P1815,F039,LAND
P1816,F025,LAND
P1817,A03,F036
P1818,F002,LAND
P1819,F036,LAND
P1820,F016,LAND
P1821,F052,F048
P1822,F040,LAND
P1823,F039,F052
P1824,F039,LAND
P1825,F033,LAND
P1826,F052,LAND
P1827,A02,F029
P1828,LAND,F025
P1829,F052,F048
P1830,F036,LAND
P1831,F052,F048
P1832,LAND,F049
P1833,F008,LAND
P1834,F048,LAND
P1835,F022,LAND
P1836,F010,F007
P1837,F033,LAND
P1838,A01,F007
P1839,LAND,F047
P1840,F038,LAND
P1841,LAND,F028
P1842,F028,LAND
P1843,F036,F049
P1844,F016,LAND
P1845,F002,LAND
P1846,LAND,F006
P1847,LAND,F036
P1848,LAND,F001
P1849,F042,LAND
P1850,LAND,F041
P1851,F033,LAND
P1852,F018,LAND
P1853,LAND,F014
P1854,A02,F027
P1855,LAND,F043
P1856,LAND,F025
P1857,LAND,F020
P1858,LAND,F038
P1859,A02,F031
P1860,F043,LAND
P1861,F037,F040
P1862,F050,LAND
P1863,F004,LAND
P1864,LAND,F010
P1865,F017,LAND
P1866,LAND,F018
P1867,LAND,F025
P1868,F049,LAND
P1869,F040,LAND
P1870,LAND,F048
P1871,F022,A02
P1872,LAND,F001
P1873,F043,A03
P1874,F022,LAND
P1875,F001,LAND
P1876,F038,F045
P1877,F020,F019
P1878,LAND,F029
P1879,F048,LAND
P1880,F021,LAND
P1881,F018,F026
P1882,F027,LAND
P1883,LAND,F025
P1884,LAND,F045
P1885,F038,LAND
P1886,A02,F025
P1887,F002,A01
P1888,F043,F051
P1889,F020,LAND
P1890,LAND,F046
P1891,LAND,F010
P1892,F049,LAND
P1893,F017,F014
P1894,F036,F046
P1895,LAND,F019
P1896,F009,F003
P1897,LAND,F013
P1898,F024,A02
P1899,F006,A01
P1900,LAND,F022
P1901,F004,F007
P1902,LAND,F014
P1903,F019,F033
P1904,LAND,F027
P1905,A02,F024
P1906,LAND,F023
P1907,A01,F010
P1908,LAND,F040
P1909,F039,F048
P1910,LAND,F005
P1911,F040,F041
P1912,F049,F048
P1913,A03,F038
P1914,F052,LAND
P1915,F027,LAND
P1916,LAND,F034
P1917,F001,F016
P1918,F046,F047
P1919,LAND,F029
P1920,F011,F015
P1921,LAND,F019
P1922,F047,F049
P1923,F033,LAND
P1924,F024,F027
P1925,F037,LAND
P1926,LAND,F051
P1927,F025,LAND
P1928,F036,F049
P1929,F002,LAND
P1930,F011,A01
P1931,F038,F045
P1932,F038,F039
P1933,LAND,F005
P1934,F040,F041
P1935,F026,LAND
P1936,LAND,F039
P1937,F012,LAND
P1938,F025,F027
P1939,F012,LAND
P1940,LAND,F032
P1941,F036,LAND
P1942,F039,LAND
P1943,F016,LAND
P1944,LAND,F052
P1945,LAND,F033
P1946,F014,A01
P1947,F045,LAND
P1948,LAND,F043
P1949,LAND,F009
P1950,F048,LAND
P1951,F003,F008
P1952,F037,LAND
P1953,F048,F039
P1954,LAND,F002
P1955,F028,F018
P1956,LAND,F029
P1957,F033,LAND
P1958,F021,A02
P1959,LAND,F049
P1960,LAND,F044
P1961,F006,LAND
P1962,LAND,F051
P1963,F038,F045
P1964,F018,LAND
P1965,F042,LAND
P1966,F028,LAND
P1967,F041,LAND
P1968,LAND,F011
P1969,LAND,F039
P1970,F014,A01
P1971,F012,F015
P1972,F015,LAND
P1973,F031,LAND
P1974,F011,LAND
P1975,F044,F037
P1976,F041,A03
P1977,F041,F045
P1978,LAND,F041
P1979,F034,LAND
P1980,F040,LAND
P1981,LAND,F047
P1982,LAND,F019
P1983,F007,A01
P1984,LAND,F022
P1985,F035,LAND
P1986,F048,LAND
P1987,LAND,F021
P1988,LAND,F023
P1989,F043,LAND
P1990,F023,LAND
P1991,LAND,F027
P1992,LAND,F013
P1993,F010,F007
P1994,LAND,F034
P1995,F041,LAND
P1996,F022,LAND
P1997,F004,LAND
P1998,F032,LAND
P1999,F002,LAND
P2000,F022,LAND
P2001,F017,A01
P2002,F038,F039
P2003,F002,F003
P2004,F048,LAND
P2005,F017,F014
P2006,F012,A01
P2007,F032,LAND
P2008,F020,LAND
P2009,F022,LAND
P2010,F026,A02
P2011,F012,LAND
P2012,F051,F038
P2013,F021,F027
P2014,F012,LAND
P2015,F019,LAND
P2016,F030,A02
P2017,LAND,F052
P2018,LAND,F034
P2019,F045,LAND
P2020,F042,LAND
P2021,F005,LAND
P2022,LAND,F048
P2023,LAND,F045
P2024,LAND,F002
P2025,F042,F040
P2026,LAND,F030
P2027,LAND,F005
P2028,LAND,F002
P2029,F043,A03
P2030,LAND,F002
P2031,LAND,F042
P2032,LAND,F021
P2033,F030,LAND
P2034,LAND,F020
P2035,F008,LAND
P2036,LAND,F044
P2037,LAND,F052
P2038,LAND,F021
P2039,LAND,F001
P2040,F003,LAND
P2041,LAND,F011
P2042,LAND,F034
P2043,LAND,F017
P2044,LAND,F013
P2045,LAND,F037
P2046,F043,LAND
P2047,A03,F038
P2048,A03,F037
P2049,F006,A01
P2050,F047,F049
P2051,LAND,F022
P2052,F028,LAND
P2053,F023,LAND
P2054,F009,LAND
P2055,LAND,F025
P2056,LAND,F032
P2057,LAND,F020
P2058,LAND,F037
P2059,LAND,F051
P2060,F001,F005
P2061,LAND,F013
P2062,LAND,F005
P2063,F037,F040
P2064,LAND,F045
P2065,LAND,F026
P2066,F002,F004
P2067,F008,F003
P2068,F022,LAND
P2069,F030,F026
P2070,F036,LAND
P2071,F014,F017
P2072,F030,F026
P2073,F026,A02
P2074,F016,LAND
P2075,F022,LAND
P2076,LAND,F023
P2077,LAND,F010
P2078,A02,F018
P2079,LAND,F035
P2080,F015,LAND
P2081,F001,F005
P2082,F003,LAND
P2083,F012,A01
P2084,F018,F026
P2085,F019,LAND
P2086,LAND,F030
P2087,F037,LAND
P2088,LAND,F018
P2089,F031,LAND
P2090,F006,F007
P2091,LAND,F015
P2092,F009,LAND
P2093,A03,F042
P2094,LAND,F040
P2095,F052,LAND
P2096,LAND,F005
P2097,A02,F032
P2098,LAND,F030
P2099,F023,F032
P2100,F010,F007
P2101,A02,F029
P2102,LAND,F006
P2103,A02,F018
P2104,LAND,F032
P2105,LAND,F048
P2106,LAND,F010
P2107,F016,F005
P2108,F047,LAND
P2109,F020,LAND
P2110,LAND,F047
P2111,LAND,F052
P2112,F015,F009
P2113,F025,LAND
P2114,F031,LAND
P2115,F043,LAND
P2116,LAND,F035
P2117,F038,LAND
P2118,F038,F039
P2119,LAND,F002
P2120,LAND,F014
P2121,F044,F037
P2122,LAND,F049
P2123,F024,F027
P2124,F022,LAND
P2125,F031,F021
P2126,F029,LAND
P2127,LAND,F014
P2128,F050,F043
P2129,LAND,F036
P2130,F028,F018
P2131,A01,F012
P2132,F030,LAND
P2133,F017,LAND
P2134,F021,LAND
P2135,F036,LAND
P2136,F040,F041
P2137,LAND,F017
P2138,A03,F052
P2139,LAND,F017
P2140,F023,A02
P2141,F043,LAND
P2142,F036,LAND
P2143,LAND,F019
P2144,F042,F040
P2145,LAND,F052
P2146,F031,A02
P2147,F047,LAND
P2148,F030,F026
P2149,F004,LAND
P2150,F011,LAND
P2151,F044,LAND
P2152,LAND,F017
P2153,F024,A02
P2154,A03,F038
P2155,F028,F018
P2156,LAND,F048
P2157,LAND,F032
P2158,F036,LAND
P2159,A03,F039
P2160,F020,LAND
P2161,F050,F043
P2162,F027,LAND
P2163,LAND,F009
P2164,F006,F007
P2165,LAND,F005
P2166,LAND,F039
P2167,F042,F040
P2168,F012,F015
P2169,F044,LAND
P2170,F035,LAND
P2171,LAND,F025
P2172,LAND,F031
P2173,A01,F004
P2174,F050,LAND
P2175,F046,LAND
P2176,F040,LAND
P2177,F012,F015
P2178,LAND,F041
P2179,F019,LAND
P2180,F032,LAND
P2181,F027,F021
P2182,F034,LAND
P2183,LAND,F004
P2184,F029,F021
P2185,LAND,F016
P2186,LAND,F046
P2187,F036,F046
P2188,F002,F004
P2189,F014,LAND
P2190,F026,F033
P2191,F010,LAND
P2192,LAND,F016
P2193,F007,F002
P2194,LAND,F050
P2195,A02,F024
P2196,F018,F026
P2197,F010,LAND
P2198,A03,F049
P2199,F048,F039
P2200,F038,F045
P2201,F019,LAND
P2202,LAND,F005
P2203,F033,LAND
P2204,F034,LAND
P2205,F029,LAND
P2206,LAND,F043
P2207,A01,F017
P2208,A01,F003
P2209,F014,LAND
P2210,F030,F026
P2211,F040,F041
P2212,F028,LAND
P2213,F001,A01
P2214,F021,F027
P2215,F025,LAND
P2216,LAND,F020
P2217,LAND,F051
P2218,LAND,F051
P2219,F051,LAND
P2220,F052,LAND
P2221,F036,LAND
P2222,F039,LAND
P2223,F048,F039
P2224,LAND,F031
P2225,F008,F003
P2226,F032,LAND
P2227,LAND,F016
P2228,LAND,F051
P2229,LAND,F017
P2230,LAND,F023
P2231,F045,A03
P2232,F028,F018
P2233,F049,LAND
P2234,F040,F041
P2235,F002,LAND
P2236,F017,F014
P2237,F052,LAND
P2238,F006,LAND
P2239,LAND,F035
P2240,F018,F026
P2241,LAND,F021
P2242,F022,F033
P2243,LAND,F034
P2244,F006,LAND
P2245,F036,LAND
P2246,F017,LAND
P2247,F038,LAND
P2248,A02,F031
P2249,F025,LAND
P2250,LAND,F010
P2251,F032,LAND
P2252,F040,A03
P2253,LAND,F050
P2254,F035,LAND
P2255,F050,LAND
P2256,F018,LAND
P2257,LAND,F018
P2258,LAND,F022
P2259,F004,LAND
P2260,F015,LAND
P2261,LAND,F037
P2262,A03,F041
P2263,F045,LAND
P2264,F033,LAND
P2265,LAND,F010
P2266,F002,LAND
P2267,F039,F048
P2268,F011,LAND
P2269,F017,F014
P2270,F019,LAND
P2271,F018,A02
P2272,LAND,F026
P2273,F014,LAND
P2274,LAND,F027
P2275,LAND,F037
P2276,F024,LAND
P2277,F015,F009
P2278,LAND,F006
P2279,F014,LAND
P2280,F019,A02
P2281,F042,LAND
P2282,LAND,F039
P2283,LAND,F012
P2284,F038,LAND
P2285,F030,LAND
P2286,F030,LAND
P2287,LAND,F020
P2288,F008,F003
P2289,F037,F040
P2290,F030,A02
P2291,LAND,F037
P2292,LAND,F019
P2293,LAND,F034
P2294,LAND,F032
P2295,LAND,F009
P2296,F044,LAND
P2297,F036,LAND
P2298,F022,LAND
P2299,F012,LAND
P2300,F021,A02
P2301,LAND,F018
P2302,F052,LAND
P2303,F001,F016
P2304,F001,LAND
P2305,F039,LAND
P2306,F009,LAND
P2307,F001,LAND
P2308,F038,F039
P2309,A01,F017
P2310,F013,LAND
P2311,F017,F014
P2312,F027,LAND
P2313,F006,LAND
P2314,A02,F023
P2315,A03,F047
P2316,F013,F002
P2317,LAND,F022
P2318,LAND,F002
P2319,F042,A03
P2320,F044,LAND
P2321,LAND,F049
P2322,F048,LAND
P2323,LAND,F021
P2324,F040,LAND
P2325,F019,LAND
P2326,LAND,F001
P2327,F044,LAND
P2328,F038,F039
P2329,F017,LAND
P2330,A03,F050
P2331,LAND,F052
P2332,F019,LAND
P2333,LAND,F022
P2334,LAND,F005
P2335,F050,LAND
P2336,LAND,F010
P2337,F006,F007
P2338,F051,A03
P2339,LAND,F012
P2340,F049,LAND
P2341,F001,F016
P2342,F017,F014
P2343,LAND,F013
P2344,F012,A01
P2345,F044,LAND
P2346,LAND,F027
P2347,LAND,F025
P2348,F001,LAND
P2349,F041,F045
P2350,F041,F045
P2351,A02,F032
P2352,F043,F051
P2353,F034,LAND
P2354,F019,LAND
P2355,LAND,F031
P2356,F001,LAND
P2357,F038,LAND
P2358,A02,F027
P2359,LAND,F052
P2360,F007,LAND
P2361,F022,LAND
P2362,LAND,F004
P2363,F007,A01
P2364,LAND,F044
P2365,LAND,F045
P2366,F021,LAND
P2367,F016,F005
P2368,LAND,F012
P2369,LAND,F048
P2370,F017,F014
P2371,F013,LAND
P2372,LAND,F006
P2373,F051,LAND
P2374,A03,F040
P2375,F021,A02
P2376,F024,LAND
P2377,F049,LAND
P2378,A03,F052
P2379,F037,F040
P2380,F052,LAND
P2381,F040,A03
P2382,LAND,F022
P2383,F002,F003
P2384,F007,F002
P2385,F044,LAND
P2386,LAND,F040
P2387,F020,LAND
P2388,F002,F004
P2389,LAND,F033
P2390,F019,A02
P2391,F041,F045
P2392,F030,F026
P2393,LAND,F022
P2394,F026,A02
P2395,A03,F048
P2396,LAND,F048
P2397,A02,F033
P2398,F045,A03
P2399,F019,LAND
P2400,LAND,F008
P2401,A02,F027
P2402,F052,LAND
P2403,F045,LAND
P2404,F001,F005
P2405,F045,LAND
P2406,F036,LAND
P2407,A02,F028
P2408,A02,F026
P2409,A01,F002
P2410,LAND,F001
P2411,F051,LAND
P2412,F009,F003
P2413,LAND,F035
P2414,F017,LAND
P2415,LAND,F009
P2416,LAND,F001
P2417,F019,LAND
P2418,F035,LAND
P2419,LAND,F048
P2420,F031,LAND
P2421,F024,LAND
P2422,LAND,F032
P2423,F040,A03
P2424,F006,LAND
P2425,LAND,F022
P2426,LAND,F027
P2427,F043,LAND
P2428,F004,F007
P2429,A02,F020
P2430,F018,LAND
P2431,F049,LAND
P2432,LAND,F031
P2433,LAND,F024
P2434,F003,F007
P2435,LAND,F032
P2436,F013,A01
P2437,F010,F007
P2438,F026,LAND
P2439,F034,LAND
P2440,LAND,F023
P2441,F031,F021
P2442,LAND,F043
P2443,F013,F002
P2444,F001,F016
P2445,F007,F002
P2446,LAND,F039
P2447,LAND,F014
P2448,LAND,F037
P2449,F038,LAND
P2450,LAND,F037
P2451,F011,LAND
P2452,F040,LAND
P2453,LAND,F030
P2454,F002,LAND
P2455,F021,LAND
P2456,LAND,F032
P2457,LAND,F033
P2458,F002,LAND
P2459,F050,F043
P2460,F002,LAND
P2461,F003,F008
P2462,LAND,F022
P2463,LAND,F013
P2464,A01,F013
P2465,F002,LAND
P2466,LAND,F033
P2467,F015,A01
P2468,F020,F019
P2469,LAND,F020
P2470,LAND,F008
P2471,LAND,F019
P2472,A01,F016
P2473,F028,A02
P2474,LAND,F050
P2475,F046,LAND
P2476,F021,LAND
P2477,LAND,F043
P2478,F036,LAND
P2479,F007,F002
P2480,F043,LAND
P2481,LAND,F048
P2482,F020,LAND
P2483,F012,F015
P2484,F022,LAND
P2485,LAND,F045
P2486,F024,LAND
P2487,LAND,F004
P2488,LAND,F019
P2489,F016,LAND
P2490,LAND,F039
P2491,F017,LAND
P2492,F046,A03
P2493,LAND,F032
P2494,F030,A02
P2495,LAND,F011
P2496,F013,LAND
P2497,F046,F047
P2498,F028,LAND
P2499,LAND,F017
P2500,LAND,F046
P2501,F023,LAND
P2502,F005,LAND
P2503,LAND,F012
P2504,F001,F005
P2505,F049,F048
P2506,LAND,F002
P2507,F002,LAND
P2508,F037,LAND
P2509,F005,LAND
P2510,F015,F009
P2511,F039,A03
P2512,LAND,F014
P2513,F039,LAND
P2514,LAND,F021
P2515,F048,LAND
P2516,F048,LAND
P2517,A02,F018
P2518,LAND,F024
P2519,F038,A03
P2520,F007,LAND
P2521,A03,F042
P2522,F052,F048
P2523,F002,LAND
P2524,F018,F026
P2525,F033,LAND
P2526,F015,LAND
P2527,LAND,F036
P2528,F046,A03
P2529,F021,A02
P2530,F020,LAND
P2531,LAND,F037
P2532,F018,LAND
P2533,F032,LAND
P2534,F008,F003
P2535,A02,F024
P2536,LAND,F033
P2537,A01,F001
P2538,LAND,F036
P2539,F017,LAND
P2540,LAND,F005
P2541,F001,F016
P2542,F008,LAND
P2543,LAND,F020
P2544,A03,F038
P2545,F022,LAND
P2546,F016,LAND
P2547,F020,LAND
P2548,LAND,F027
P2549,LAND,F010
P2550,F031,F021
P2551,LAND,F004
P2552,F026,LAND
P2553,F037,F040
P2554,F016,LAND
P2555,LAND,F040
P2556,F048,LAND
P2557,F018,LAND
P2558,LAND,F051
P2559,F028,F018
P2560,F009,LAND
P2561,LAND,F014
P2562,LAND,F051
P2563,F036,LAND
P2564,LAND,F027
P2565,F009,A01
P2566,F004,A01
P2567,F025,F027
P2568,F026,LAND
P2569,F048,A03
P2570,F031,A02
P2571,A02,F027
P2572,A02,F024
P2573,LAND,F026
P2574,F046,LAND
P2575,F025,LAND
P2576,F030,LAND
P2577,LAND,F010
P2578,LAND,F022
P2579,F052,F048
P2580,LAND,F021
P2581,F028,LAND
P2582,F017,LAND
P2583,F036,LAND
P2584,F023,F032
P2585,F010,LAND
P2586,LAND,F007
P2587,F018,LAND
P2588,F026,F033
P2589,F032,LAND
P2590,LAND,F029
P2591,F050,A03
P2592,F043,LAND
P2593,F019,LAND
P2594,F004,LAND
P2595,LAND,F002
P2596,F037,F040
P2597,LAND,F022
P2598,A02,F019
P2599,LAND,F046
P2600,F020,LAND
P2601,LAND,F002
P2602,F012,F015
P2603,F045,LAND
P2604,LAND,F048
P2605,F014,F017
P2606,F037,LAND
P2607,F033,LAND
P2608,F034,LAND
P2609,F041,LAND
P2610,F004,LAND
P2611,LAND,F038
P2612,F043,LAND
P2613,F032,F025
P2614,LAND,F018
P2615,LAND,F010
