person_id,origin_id,destination_id
P3192,LAND,F016
P3198,LAND,F011
P3202,LAND,F013
P3205,LAND,F049
P3209,LAND,F044
P3210,LAND,F050
P3211,A01,F012
P3212,LAND,F011
P3213,LAND,F039
P3216,LAND,F025
P3222,LAND,F040
P3225,LAND,F038
P3227,LAND,F052
P3231,LAND,F007
P3234,LAND,F015
P3235,LAND,F050
P3238,A03,F044
P3240,LAND,F017
P3243,LAND,F004
P3249,LAND,F011
P3250,LAND,F011
P3253,LAND,F051
P3257,LAND,F045
P3260,A03,F044
P3264,LAND,F019
P3265,LAND,F019
P3267,A03,F048
P3268,LAND,F003
P3270,A03,F043
P3271,A01,F006
P3276,A03,F049
P3277,LAND,F013
P3278,LAND,F020
P3279,LAND,F017
P3280,LAND,F009
P3282,LAND,F034
P3283,LAND,F028
P3287,LAND,F040
P3288,A02,F019
P3292,LAND,F007
P3302,LAND,F028
P3303,LAND,F033
P3304,LAND,F008
P3305,LAND,F021
P3308,LAND,F028
P3309,LAND,F042
P3310,LAND,F017
P3311,LAND,F047
P3312,LAND,F018
P3313,LAND,F021
P3316,LAND,F016
P3320,LAND,F026
P3322,LAND,F040
P3325,LAND,F044
P3326,LAND,F028
P3327,LAND,F007
P3329,LAND,F018
P3330,LAND,F036
P3334,A03,F044
P3341,LAND,F020
P3344,LAND,F031
P3345,LAND,F022
P3346,LAND,F042
P3348,LAND,F039
P3352,LAND,F033
P3354,LAND,F007
P3356,LAND,F016
P3360,LAND,F035
P3362,LAND,F001
P3363,LAND,F005
P3365,LAND,F034
P3366,LAND,F032
P3368,LAND,F027
P3369,LAND,F046
P3370,LAND,F036
P3375,LAND,F004
P3381,LAND,F018
P3385,A02,F032
P3394,LAND,F006
P3402,LAND,F029
P3403,A01,F005
P3406,LAND,F021
P3409,A02,F019
P3410,A01,F008
P3416,LAND,F049
P3418,LAND,F001
P3420,LAND,F034
P3422,LAND,F018
P3423,LAND,F041
P3425,LAND,F001
P3427,LAND,F016
P3428,LAND,F042
P3433,LAND,F012
P3436,LAND,F031
P3437,LAND,F002
P3440,LAND,F052
P3441,LAND,F019
P3443,LAND,F050
P3445,LAND,F012
P3452,LAND,F049
P3457,LAND,F001
P3459,LAND,F043
P3461,LAND,F034
P3462,LAND,F039
P3464,LAND,F009
P3466,LAND,F013
P3469,LAND,F039
P3471,A03,F048
P3473,LAND,F023
P3475,LAND,F014
P3476,LAND,F010
P3477,LAND,F040
P3478,LAND,F009
P3483,LAND,F020
P3488,LAND,F024
P3495,A01,F008
P3497,LAND,F008
P3505,LAND,F036
P3506,LAND,F025
P3507,LAND,F036
P3509,LAND,F022
P3510,LAND,F043
P3516,LAND,F031
P3518,LAND,F002
P3524,A02,F019
P3530,LAND,F037
P3531,LAND,F030
P3532,LAND,F022
P3533,LAND,F019
P3538,LAND,F039
P3541,LAND,F045
P3542,LAND,F033
P3543,LAND,F028
P3544,LAND,F021
P3545,LAND,F050
P3546,LAND,F019
P3547,LAND,F040
P3551,LAND,F006
P3552,LAND,F035
P3554,LAND,F014
P3560,LAND,F025
P3572,LAND,F013
P3573,LAND,F012
P3574,LAND,F031
P3575,LAND,F006
P3576,A03,F039
P3579,LAND,F023
P3582,LAND,F026
P3584,LAND,F025
P3585,LAND,F004
P3586,LAND,F006
P3587,LAND,F052
P3588,LAND,F039
P3589,LAND,F048
P3591,LAND,F044
P3592,A01,F002
P3595,LAND,F046
P3598,LAND,F004
P3599,LAND,F048
P3601,LAND,F031
P3602,LAND,F022
P3603,LAND,F024
P3608,LAND,F003
P3610,LAND,F038
P3611,LAND,F052
P3612,LAND,F038
P3613,LAND,F009
P3614,A01,F014
P3615,LAND,F030
P3621,A01,F008
P3623,LAND,F022
P3624,LAND,F005
P3625,LAND,F046
P3626,LAND,F029
P3627,A03,F050
P3631,LAND,F003
P3633,LAND,F020
P3634,LAND,F014
P3636,LAND,F001
P3637,LAND,F037
P3640,LAND,F052
P3644,A01,F010
P3649,LAND,F033
P3650,LAND,F008
P3651,LAND,F014
P3652,A02,F035
P3655,LAND,F017
P3656,LAND,F044
P3658,A02,F026
P3664,LAND,F046
P3674,A03,F038
P3676,LAND,F013
P3684,LAND,F017
P3685,LAND,F018
P3686,LAND,F030
P3693,LAND,F011
P3694,LAND,F026
P3698,A03,F036
P3699,LAND,F048
P3703,A03,F049
P3706,LAND,F005
P3708,A03,F051
P3711,A02,F019
P3714,LAND,F007
P3717,LAND,F037
P3718,LAND,F027
P3721,LAND,F040
P3725,LAND,F009
P3727,LAND,F020
P3730,A03,F050
P3734,LAND,F021
P3741,LAND,F029
P3749,LAND,F021
P3751,LAND,F022
P3752,LAND,F019
P3755,A03,F036
P3756,LAND,F028
P3757,LAND,F034
P3758,LAND,F036
P3760,LAND,F010
P3761,LAND,F004
P3762,LAND,F044
P3763,LAND,F046
P3770,A03,F036
P3771,LAND,F049
P3774,LAND,F043
P3775,A01,F010
P3779,LAND,F002
P3780,LAND,F031
P3782,LAND,F022
P3786,LAND,F011
P3791,LAND,F032
P3793,LAND,F043
P3797,LAND,F013
P3799,LAND,F030
P3807,LAND,F009
P3808,LAND,F014
P3809,LAND,F021
P3810,LAND,F023
P3811,LAND,F006
P3814,LAND,F005
P3815,LAND,F025
P3816,LAND,F027
P3817,LAND,F010
P3822,LAND,F020
P3823,LAND,F027
P3824,LAND,F007
P3836,LAND,F015
P3840,LAND,F031
P3843,LAND,F006
P3844,A02,F035
P3846,LAND,F037
P3847,LAND,F030
P3848,LAND,F020
P3849,LAND,F013
P3850,LAND,F031
P3851,LAND,F037
P3852,LAND,F006
P3856,LAND,F039
P3859,LAND,F019
P3862,LAND,F026
P3868,LAND,F049
P3872,A02,F024
P3875,LAND,F002
P3877,LAND,F021
P3879,LAND,F034
P3880,LAND,F009
P3882,A01,F005
P3884,LAND,F002
P3885,LAND,F048
P3888,LAND,F002
P3889,LAND,F050
P3892,LAND,F010
P3895,LAND,F021
P3897,LAND,F044
P3898,LAND,F050
P3903,LAND,F048
P3906,LAND,F004
P3909,LAND,F047
P3911,LAND,F034
P3914,LAND,F026
P3917,LAND,F005
P3920,LAND,F050
P3925,LAND,F013
P3929,LAND,F033
P3935,LAND,F019
P3937,LAND,F020
P3938,A01,F004
P3939,LAND,F015
P3940,LAND,F001
P3945,A01,F015
P3947,LAND,F051
P3954,LAND,F041
P3955,LAND,F038
P3959,LAND,F042
P3961,A01,F002
P3963,LAND,F027
P3966,LAND,F048
P3968,LAND,F002
P3969,A03,F045
P3970,LAND,F042
P3973,LAND,F014
P3982,LAND,F019
P3984,LAND,F003
P3985,LAND,F015
P3987,LAND,F052
P3989,LAND,F037
P3992,LAND,F045
P3994,LAND,F014
P3996,LAND,F022
P3998,LAND,F020
